date,igr,precipitation_weekly_sum,rain_days,sequential_rain,temp_max_weekly_mean,temp_mean_weekly_mean,temp_min_weekly_mean,humidity_weekly_mean,lag_1_precipitation,lag_2_precipitation,lag_3_precipitation,lag_4_precipitation,lag_1_temp_mean,lag_2_temp_mean,lag_3_temp_mean,lag_4_temp_mean,lag_1_humidity,lag_2_humidity,lag_3_humidity,lag_4_humidity,change_temperature,percentile_temp_mean_weekly_mean,percentile_lag_temp_mean_weekly_mean,change_temperature_above75,change_precipitation,percentile_precipitation_weekly_sum,percentile_lag_precipitation_weekly_sum,change_precipitation_above75,change_humidity,percentile_humidity_weekly_mean,percentile_lag_humidity_weekly_mean,change_humidity_above75,interaction_temperature_precipitation,interaction_temperature_humidity,interaction_precipitation_humidity,interaction_temperature_precipitation_humidity,interaction_temperature_precipitation_above75,interaction_temperature_humidity_above75,interaction_precipitation_humidity_above75,interaction_temperature_precipitation_humidity_above75,extreme_weather_temperature,extreme_weather_precipitation,extreme_weather_humidity,season_summer,season_autumn,season_winter,season_spring,temperature_category_quantile_01,temperature_category_quantile_02,temperature_category_quantile_03,temperature_category_quantile_04,precipitation_occurrence
2021-11,Curitiba,0.4,2.0,1.0,27.35,20.48,16.233333333333334,83.37142857142858,0.6,56.8,5.4,9.4,19.7,20.28,20.7,19.0,89.96666666666665,88.41428571428571,78.60000000000001,85.38571428571429,1,0.8038277511961722,0.7081339712918661,1,0,0.15789473684210525,0.16267942583732056,0,0,0.2822966507177033,0.8133971291866029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2021-12,Curitiba,1.8,1.0,1.0,26.48,21.4,16.64,85.33333333333333,0.4,0.6,56.8,5.4,20.48,19.7,20.28,20.7,83.37142857142858,89.96666666666665,88.41428571428571,78.60000000000001,0,0.9090909090909091,0.8038277511961722,0,0,0.23684210526315788,0.15789473684210525,0,0,0.42105263157894735,0.2822966507177033,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2021-13,Curitiba,6.4,1.0,1.0,27.975,21.1,17.3,86.43333333333334,1.8,0.4,0.6,56.8,21.4,20.48,19.7,20.28,85.33333333333333,83.37142857142858,89.96666666666665,88.41428571428571,0,0.868421052631579,0.9090909090909091,0,0,0.35645933014354064,0.23684210526315788,0,0,0.5023923444976076,0.42105263157894735,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2021-14,Curitiba,6.4,3.0,3.0,23.38571428571429,18.0,13.0,85.10000000000001,6.4,1.8,0.4,0.6,21.1,21.4,20.48,19.7,86.43333333333334,85.33333333333333,83.37142857142858,89.96666666666665,0,0.5645933014354066,0.868421052631579,0,0,0.35645933014354064,0.35645933014354064,0,0,0.39712918660287083,0.5023923444976076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2021-15,Curitiba,4.2,6.0,6.0,24.285714285714285,18.085714285714285,13.671428571428573,85.11428571428571,6.4,6.4,1.8,0.4,18.0,21.1,21.4,20.48,85.10000000000001,86.43333333333334,85.33333333333333,83.37142857142858,0,0.5741626794258373,0.5645933014354066,0,0,0.28708133971291866,0.35645933014354064,0,0,0.4019138755980861,0.39712918660287083,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2021-16,Curitiba,6.2,1.0,1.0,21.514285714285712,17.52,14.2,87.92857142857143,4.2,6.4,6.4,1.8,18.085714285714285,18.0,21.1,21.4,85.11428571428571,85.10000000000001,86.43333333333334,85.33333333333333,0,0.507177033492823,0.5741626794258373,0,0,0.3492822966507177,0.28708133971291866,0,0,0.6411483253588517,0.4019138755980861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2021-17,Curitiba,0.0,0.0,0.0,20.766666666666666,16.707678571428573,11.833333333333334,87.75714285714285,6.2,4.2,6.4,6.4,17.52,18.085714285714285,18.0,21.1,87.92857142857143,85.11428571428571,85.10000000000001,86.43333333333334,0,0.430622009569378,0.507177033492823,0,0,0.0645933014354067,0.3492822966507177,0,0,0.6267942583732058,0.6411483253588517,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021-18,Curitiba,1.4,2.0,2.0,21.32857142857143,15.2,11.25,86.92857142857143,0.0,6.2,4.2,6.4,16.707678571428573,17.52,18.085714285714285,18.0,87.75714285714285,87.92857142857143,85.11428571428571,85.10000000000001,0,0.284688995215311,0.430622009569378,0,0,0.215311004784689,0.0645933014354067,0,0,0.5454545454545454,0.6267942583732058,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-19,Curitiba,0.2,1.0,1.0,22.016666666666666,16.025000000000002,11.3,87.7,1.4,0.0,6.2,4.2,15.2,16.707678571428573,17.52,18.085714285714285,86.92857142857143,87.75714285714285,87.92857142857143,85.11428571428571,0,0.3588516746411483,0.284688995215311,0,0,0.14114832535885166,0.215311004784689,0,0,0.6196172248803827,0.5454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-20,Curitiba,0.0,0.0,0.0,19.357142857142858,12.85,10.516666666666667,89.75714285714285,0.2,1.4,0.0,6.2,16.025000000000002,15.2,16.707678571428573,17.52,87.7,86.92857142857143,87.75714285714285,87.92857142857143,0,0.09569377990430622,0.3588516746411483,0,0,0.0645933014354067,0.14114832535885166,0,1,0.7990430622009569,0.6196172248803827,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2021-21,Curitiba,18.0,2.0,2.0,22.44,15.4,10.24,80.39999999999999,0.0,0.2,1.4,0.0,12.85,16.025000000000002,15.2,16.707678571428573,89.75714285714285,87.7,86.92857142857143,87.75714285714285,0,0.3014354066985646,0.09569377990430622,0,0,0.5502392344497608,0.0645933014354067,0,0,0.17703349282296652,0.7990430622009569,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-22,Curitiba,5.4,2.0,2.0,22.414285714285715,14.457142857142856,8.257142857142856,77.52857142857144,18.0,0.0,0.2,1.4,15.4,12.85,16.025000000000002,15.2,80.39999999999999,89.75714285714285,87.7,86.92857142857143,0,0.19617224880382775,0.3014354066985646,0,0,0.3253588516746411,0.5502392344497608,0,0,0.07655502392344497,0.17703349282296652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2021-23,Curitiba,0.2,1.0,1.0,21.75714285714286,15.6,11.171428571428573,88.87142857142858,5.4,18.0,0.0,0.2,14.457142857142856,15.4,12.85,16.025000000000002,77.52857142857144,80.39999999999999,89.75714285714285,87.7,0,0.3253588516746411,0.19617224880382775,0,0,0.14114832535885166,0.3253588516746411,0,0,0.7392344497607656,0.07655502392344497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-24,Curitiba,25.8,5.0,3.0,17.985714285714284,13.257142857142856,9.87142857142857,90.62857142857142,0.2,5.4,18.0,0.0,15.6,14.457142857142856,15.4,12.85,88.87142857142858,77.52857142857144,80.39999999999999,89.75714285714285,0,0.1291866028708134,0.3253588516746411,0,0,0.6578947368421053,0.14114832535885166,0,1,0.8421052631578947,0.7392344497607656,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2021-25,Curitiba,45.4,4.0,2.0,16.557142857142857,11.542857142857144,8.442857142857143,91.67142857142858,25.8,0.2,5.4,18.0,13.257142857142856,15.6,14.457142857142856,15.4,90.62857142857142,88.87142857142858,77.52857142857144,80.39999999999999,0,0.03827751196172249,0.1291866028708134,0,1,0.8086124401913876,0.6578947368421053,1,0,0.9043062200956937,0.8421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2021-26,Curitiba,12.8,4.0,4.0,19.24285714285714,14.785714285714286,11.671428571428573,88.77142857142857,45.4,25.8,0.2,5.4,11.542857142857144,13.257142857142856,15.6,14.457142857142856,91.67142857142858,90.62857142857142,88.87142857142858,77.52857142857144,0,0.22966507177033493,0.03827751196172249,0,0,0.47607655502392343,0.8086124401913876,0,0,0.7320574162679426,0.9043062200956937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2021-27,Curitiba,16.8,1.0,1.0,16.385714285714286,8.771428571428572,3.585714285714286,84.81428571428572,12.8,45.4,25.8,0.2,14.785714285714286,11.542857142857144,13.257142857142856,15.6,88.77142857142857,91.67142857142858,90.62857142857142,88.87142857142858,0,0.004784688995215311,0.22966507177033493,0,0,0.5430622009569378,0.47607655502392343,0,0,0.37320574162679426,0.7320574162679426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2021-28,Curitiba,2.4000000000000004,2.0,2.0,17.757142857142856,11.971428571428572,7.885714285714286,89.01428571428572,16.8,12.8,45.4,25.8,8.771428571428572,14.785714285714286,11.542857142857144,13.257142857142856,84.81428571428572,88.77142857142857,91.67142857142858,90.62857142857142,0,0.06220095693779904,0.004784688995215311,0,0,0.24880382775119617,0.5430622009569378,0,1,0.7559808612440191,0.37320574162679426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
