date_week,igr,count_hospitalization
2021-00,Abaetetuba,0
2021-00,Abaeté,0
2021-00,Acaraú,0
2021-00,Adamantina - Lucélia,0
2021-00,Afogados da Ingazeira,0
2021-00,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0
2021-00,Aimorés - Resplendor,1
2021-00,Alagoinhas,0
2021-00,Alegre,0
2021-00,Alfenas,0
2021-00,Almeirim - Porto de Moz,0
2021-00,Almenara,0
2021-00,Alta Floresta,0
2021-00,Altamira,0
2021-00,Além Paraíba,0
2021-00,Amambai,0
2021-00,Amarante - Água Branca - Regeneração,0
2021-00,Amparo,0
2021-00,Andradina,1
2021-00,Angra dos Reis,0
2021-00,Anápolis,0
2021-00,Apucarana,0
2021-00,Aquidauana - Anastácio,0
2021-00,Aracaju,0
2021-00,Aracati,0
2021-00,Araguatins,0
2021-00,Araguaína,0
2021-00,Arapiraca,0
2021-00,Araranguá,0
2021-00,Araraquara,0
2021-00,Araras,0
2021-00,Araripina,0
2021-00,Araxá,0
2021-00,Araçatuba,0
2021-00,Araçuaí,0
2021-00,Arcoverde,0
2021-00,Ariquemes,0
2021-00,Assis,0
2021-00,Atalaia,0
2021-00,Avaré,0
2021-00,Açailândia,0
2021-00,Açu,0
2021-00,Bacabal,1
2021-00,Bagé,0
2021-00,Balsas,0
2021-00,Barbacena,0
2021-00,Barra do Corda,0
2021-00,Barra do Garças,0
2021-00,Barras,0
2021-00,Barreiras,0
2021-00,Barreirinhas,0
2021-00,Barreiros - Sirinhaém,0
2021-00,Barretos,1
2021-00,Bauru,0
2021-00,Belo Horizonte,0
2021-00,Belo Jardim ¿ Pesqueira,0
2021-00,Belém,1
2021-00,Bento Gonçalves,0
2021-00,Birigui - Penápolis,0
2021-00,Blumenau,0
2021-00,Boa Vista,0
2021-00,Bom Jesus,0
2021-00,Bom Jesus da Lapa,0
2021-00,Botucatu,0
2021-00,Bragança,0
2021-00,Bragança Paulista,0
2021-00,Brasiléia,2
2021-00,Brejo Santo,0
2021-00,Breves,0
2021-00,Brumado,0
2021-00,Brusque,0
2021-00,Cabo Frio,0
2021-00,Cachoeira do Sul,0
2021-00,Cachoeiro de Itapemirim,0
2021-00,Cacoal,0
2021-00,Caicó,0
2021-00,Cajazeiras,0
2021-00,Caldas Novas-Morrinhos,0
2021-00,Camacan,0
2021-00,Camaquã,0
2021-00,Cametá,0
2021-00,Camocim,0
2021-00,Campina Grande,0
2021-00,Campinas,0
2021-00,Campo Belo,0
2021-00,Campo Grande,0
2021-00,Campo Maior,0
2021-00,Campo Mourão,2
2021-00,Campos dos Goytacazes,0
2021-00,Canguaretama,0
2021-00,Canindé,0
2021-00,Canto do Buriti,0
2021-00,Capanema,0
2021-00,Capelinha,0
2021-00,Capitão Poço,0
2021-00,Caracaraí,0
2021-00,Caraguatatuba - Ubatuba - São Sebastião,0
2021-00,Carangola,0
2021-00,Caratinga,0
2021-00,Carazinho,0
2021-00,Carpina,0
2021-00,Caruaru,1
2021-00,Cascavel,0
2021-00,Castanhal,0
2021-00,Cataguases,0
2021-00,Catalão,0
2021-00,Catanduva,0
2021-00,Catolé do Rocha - São Bento,0
2021-00,Caxambu - Baependi,0
2021-00,Caxias,1
2021-00,Caxias do Sul,0
2021-00,Caçador,0
2021-00,Ceres - Rialma - Goianésia,1
2021-00,Cerro Largo,0
2021-00,Chapadinha,0
2021-00,Chapecó,0
2021-00,Charqueadas - Triunfo - São Jerônimo,0
2021-00,Cianorte,0
2021-00,Coari,0
2021-00,Codó,0
2021-00,Colatina,0
2021-00,Colinas,0
2021-00,Colinas do Tocantins,0
2021-00,Conceição do Coité,1
2021-00,Concórdia,0
2021-00,Confresa - Vila Rica,2
2021-00,Conselheiro Lafaiete,0
2021-00,Cornélio Procópio ¿ Bandeirantes,0
2021-00,Corrente,0
2021-00,Corumbá,0
2021-00,Coxim,1
2021-00,Crateús,0
2021-00,Criciúma,0
2021-00,Cruz Alta,0
2021-00,Cruz das Almas,0
2021-00,Cruzeiro,0
2021-00,Cruzeiro do Sul,0
2021-00,Cuiabá,0
2021-00,Cuité - Nova Floresta,0
2021-00,Curitiba,0
2021-00,Curitibanos,0
2021-00,Currais Novos,0
2021-00,Cururupu,0
2021-00,Curvelo,0
2021-00,Cáceres,0
2021-00,Cícero Dantas,0
2021-00,Delmiro Gouveia,0
2021-00,Diamantina,0
2021-00,Diamantino,0
2021-00,Dianópolis,0
2021-00,Distrito Federal,0
2021-00,Divinópolis,1
2021-00,Dois Vizinhos,0
2021-00,Dores do Indaiá,0
2021-00,Dourados,1
2021-00,Dracena,0
2021-00,Eirunepé,1
2021-00,Encantado,0
2021-00,Erechim,0
2021-00,Escada - Ribeirão,0
2021-00,Esperantina,0
2021-00,Espinosa,0
2021-00,Estância,0
2021-00,Euclides da Cunha,0
2021-00,Eunápolis - Porto Seguro,0
2021-00,Feira de Santana,0
2021-00,Fernandópolis,0
2021-00,Flores de Goiás,0
2021-00,Floriano,0
2021-00,Florianópolis,0
2021-00,Formiga,0
2021-00,Fortaleza,4
2021-00,Foz do Iguaçu,2
2021-00,Franca,0
2021-00,Francisco Beltrão,0
2021-00,Frederico Westphalen,0
2021-00,Frutal,0
2021-00,Garanhuns,0
2021-00,Goiana ¿ Timbaúba,0
2021-00,Goiás - Itapuranga,0
2021-00,Goiânia,2
2021-00,Governador Nunes Freire,0
2021-00,Governador Valadares,0
2021-00,Guanambi,0
2021-00,Guanhães,0
2021-00,Guarabira,0
2021-00,Guarapuava,0
2021-00,Guaratinguetá,0
2021-00,Guaraí,0
2021-00,Guaxupé,0
2021-00,Gurupi,0
2021-00,Ibaiti,0
2021-00,Ibirama - Presidente Getúlio,0
2021-00,Icó,0
2021-00,Iguatu,0
2021-00,Ijuí,0
2021-00,Ilhéus ¿ Itabuna,0
2021-00,Imperatriz,0
2021-00,Inhumas - Itaberaí - Anicuns,0
2021-00,Ipatinga,0
2021-00,Ipiaú,0
2021-00,Iporá,0
2021-00,Irati,0
2021-00,Irecê,0
2021-00,Itabaiana,0
2021-00,Itaberaba,0
2021-00,Itabira,0
2021-00,Itacoatiara,0
2021-00,Itaituba,0
2021-00,Itajaí,0
2021-00,Itajubá,0
2021-00,Itapagé,0
2021-00,Itapecuru Mirim,0
2021-00,Itaperuna,0
2021-00,Itapetinga,0
2021-00,Itapetininga,0
2021-00,Itapeva,0
2021-00,Itapipoca,0
2021-00,Itaporanga,0
2021-00,Ituiutaba,0
2021-00,Itumbiara,0
2021-00,Ituporanga,0
2021-00,Iturama,0
2021-00,Ituverava,0
2021-00,Ivaiporã,0
2021-00,Jaciara,0
2021-00,Jacobina,0
2021-00,Jales,0
2021-00,Janaúba,0
2021-00,Januária,0
2021-00,Jardim,0
2021-00,Jaru,1
2021-00,Jataí-Mineiros,0
2021-00,Jaú,0
2021-00,Jequié,0
2021-00,Jeremoabo,0
2021-00,Ji-Paraná,0
2021-00,Joaçaba - Herval d'Oeste,0
2021-00,Joinville,0
2021-00,João Câmara,0
2021-00,João Monlevade,0
2021-00,João Pessoa,0
2021-00,Juara,0
2021-00,Juazeiro,0
2021-00,Juazeiro do Norte,0
2021-00,Juiz de Fora,0
2021-00,Jundiaí,0
2021-00,Juína,0
2021-00,Lagarto,0
2021-00,Lages,0
2021-00,Lagoa Vermelha,0
2021-00,Lajeado,0
2021-00,Laranjal do Jari,0
2021-00,Laranjeiras do Sul - Quedas do Iguaçu,0
2021-00,Lavras,0
2021-00,Limeira,1
2021-00,Limoeiro,0
2021-00,Linhares,0
2021-00,Lins,0
2021-00,Loanda,0
2021-00,Londrina,1
2021-00,Luziânia,1
2021-00,Lábrea,2
2021-00,Macapá,0
2021-00,Macaé - Rio das Ostras,0
2021-00,Maceió,0
2021-00,Mafra,0
2021-00,Mamanguape - Rio Tinto,0
2021-00,Manacapuru,0
2021-00,Manaus,2
2021-00,Manhuaçu,0
2021-00,Manicoré,0
2021-00,Mantena,0
2021-00,Marabá,0
2021-00,Marau,0
2021-00,Maravilha,0
2021-00,Marechal Cândido Rondon,0
2021-00,Maringá,0
2021-00,Marília,2
2021-00,Miracema do Tocantins,0
2021-00,Mirassol D'oeste,0
2021-00,Mogi Guaçu,0
2021-00,Monte Carmelo,0
2021-00,Monteiro,0
2021-00,Montenegro,0
2021-00,Montes Claros,0
2021-00,Mossoró,0
2021-00,Muriaé,0
2021-00,Natal,0
2021-00,Naviraí - Mundo Novo,1
2021-00,Nazaré ¿ Maragogipe,0
2021-00,Nonoai,0
2021-00,Nossa Senhora da Glória,0
2021-00,Nova Andradina,0
2021-00,Nova Friburgo,0
2021-00,Nova Prata - Guaporé,0
2021-00,Nova Venécia,0
2021-00,Novo Hamburgo - São Leopoldo,0
2021-00,Oeiras,0
2021-00,Oiapoque,0
2021-00,Oliveira,0
2021-00,Oriximiná,0
2021-00,Ourinhos,0
2021-00,Pacaraima,0
2021-00,Palmares,0
2021-00,Palmas,0
2021-00,Palmeira das Missões,0
2021-00,Palmeira dos Índios,0
2021-00,Palmeiras de Goiás,0
2021-00,Paragominas,0
2021-00,Paranacity - Colorado,0
2021-00,Paranaguá,0
2021-00,Paranavaí,0
2021-00,Paranaíba - Chapadão do Sul - Cassilândia,1
2021-00,Parauapebas,0
2021-00,Paraíso do Tocantins,0
2021-00,Parintins,0
2021-00,Parnaíba,0
2021-00,Pará de Minas,0
2021-00,Passo Fundo,0
2021-00,Passos,0
2021-00,Pato Branco,0
2021-00,Patos,0
2021-00,Patos de Minas,0
2021-00,Patrocínio,0
2021-00,Pau dos Ferros,0
2021-00,Paulistana,0
2021-00,Paulo Afonso,0
2021-00,Pedra Azul,0
2021-00,Pedreiras,0
2021-00,Peixoto de Azevedo - Guarantã do Norte,0
2021-00,Pelotas,0
2021-00,Penedo,0
2021-00,Petrolina,0
2021-00,Petrópolis,0
2021-00,Picos,0
2021-00,Pinheiro,0
2021-00,Piracanjuba,0
2021-00,Piracicaba,0
2021-00,Piraju,0
2021-00,Pirapora,0
2021-00,Pires do Rio,0
2021-00,Piripiri,0
2021-00,Pitanga,0
2021-00,Piumhi,0
2021-00,Pombal,0
2021-00,Ponta Grossa,0
2021-00,Ponta Porã,0
2021-00,Ponte Nova,0
2021-00,Pontes e Lacerda - Comodoro,0
2021-00,Porangatu,0
2021-00,Porto Alegre,0
2021-00,Porto Calvo - São Luís do Quitunde,0
2021-00,Porto Grande,0
2021-00,Porto Nacional,0
2021-00,Porto Velho,1
2021-00,Posse-Campos Belos,0
2021-00,Pouso Alegre,0
2021-00,Poços de Caldas,0
2021-00,Presidente Dutra,0
2021-00,Presidente Epitácio-Presidente Venceslau,0
2021-00,Presidente Prudente,0
2021-00,Primavera do Leste,0
2021-00,Princesa Isabel,0
2021-00,Propriá,0
2021-00,Pão de Açúcar - Olho d'Água das Flores ¿ Batalha,0
2021-00,Quirinópolis,0
2021-00,Quixadá,0
2021-00,Recife,1
2021-00,Redenção,0
2021-00,Redenção-Acarape,0
2021-00,Registro,0
2021-00,Resende,0
2021-00,Ribeira do Pombal,0
2021-00,Ribeirão Preto,2
2021-00,Rio Bonito,0
2021-00,Rio Branco,3
2021-00,Rio Claro,0
2021-00,Rio Verde,1
2021-00,Rio de Janeiro,0
2021-00,Rio do Sul,0
2021-00,Rondonópolis,0
2021-00,Rorainópolis,0
2021-00,Russas - Limoeiro do Norte,0
2021-00,Salgueiro,0
2021-00,Salinas,0
2021-00,Salvador,0
2021-00,Santa Bárbara - Ouro Preto,0
2021-00,Santa Cruz,0
2021-00,Santa Cruz do Sul,0
2021-00,Santa Fé do Sul,0
2021-00,Santa Inês,0
2021-00,Santa Maria,0
2021-00,Santa Maria da Vitoria,0
2021-00,Santa Rosa,0
2021-00,Santana do Ipanema,0
2021-00,Santana do Livramento,0
2021-00,Santarém,0
2021-00,Santiago,0
2021-00,Santo Antônio - Passa e Fica - Nova Cruz,0
2021-00,Santo Antônio da Platina,0
2021-00,Santo Antônio de Jesus,0
2021-00,Santo Antônio de Pádua,0
2021-00,Santo Ângelo,0
2021-00,Santos,0
2021-00,Seabra,0
2021-00,Sena Madureira,0
2021-00,Senhor do Bonfim,0
2021-00,Serra Talhada,0
2021-00,Serrinha,0
2021-00,Sete Lagoas,0
2021-00,Simplício Mendes,0
2021-00,Sinop,3
2021-00,Sobradinho,0
2021-00,Sobral,0
2021-00,Soledade,0
2021-00,Sorocaba,0
2021-00,Sorriso,2
2021-00,Soure-Salvaterra,0
2021-00,Sousa,0
2021-00,Sumé,0
2021-00,Surubim,0
2021-00,São Benedito - Ipu - Guaraciaba do Norte - Tianguá,0
2021-00,São Bento do Sul - Rio Negrinho,0
2021-00,São Borja,0
2021-00,São Carlos,0
2021-00,São Francisco,0
2021-00,São Gabriel - Caçapava do Sul,0
2021-00,São Gabriel da Cachoeira,0
2021-00,São Joaquim da Barra ¿ Orlândia,0
2021-00,São José do Rio Pardo - Mococa,0
2021-00,São José do Rio Preto,1
2021-00,São José dos Campos,0
2021-00,São João Nepomuceno - Bicas,0
2021-00,São João da Boa Vista,0
2021-00,São João del Rei,0
2021-00,São João do Piauí,0
2021-00,São João dos Patos,0
2021-00,São Lourenço,0
2021-00,São Lourenço do Oeste,0
2021-00,São Luiz Gonzaga,0
2021-00,São Luís,0
2021-00,São Luís de Montes Belos,0
2021-00,São Mateus,0
2021-00,São Miguel do Oeste,0
2021-00,São Miguel dos Campos,0
2021-00,São Paulo,0
2021-00,São Paulo do Potengi,0
2021-00,São Raimundo Nonato,0
2021-00,São Sebastião do Paraíso,0
2021-00,Tabatinga,1
2021-00,Tangará da Serra,0
2021-00,Tapejara - Sananduva,0
2021-00,Taquara - Parobé - Igrejinha,0
2021-00,Tarauacá,0
2021-00,Tatuí,0
2021-00,Taubaté - Pindamonhangaba,1
2021-00,Tauá,0
2021-00,Tefé,0
2021-00,Teixeira de Freitas,0
2021-00,Telêmaco Borba,0
2021-00,Teresina,1
2021-00,Teófilo Otoni,1
2021-00,Timon,0
2021-00,Tocantinópolis,0
2021-00,Toledo,0
2021-00,Torres,0
2021-00,Tramandaí - Osório,0
2021-00,Três Corações,0
2021-00,Três Lagoas,1
2021-00,Três Passos,0
2021-00,Três Pontas - Boa Esperança,0
2021-00,Três Rios - Paraíba do Sul,0
2021-00,Três de Maio,0
2021-00,Tubarão,0
2021-00,Tucumã - São Félix do Xingu,0
2021-00,Tucuruí,0
2021-00,Tupã,0
2021-00,Tutóia - Araioses,0
2021-00,Uberaba,0
2021-00,Uberlândia,0
2021-00,Ubá,0
2021-00,Umuarama,0
2021-00,Unaí,0
2021-00,União da Vitória,0
2021-00,União dos Palmares,0
2021-00,Uruaçu - Niquelândia,0
2021-00,Uruguaiana,0
2021-00,Uruçuí,0
2021-00,Valença,0
2021-00,Valença do Piauí,0
2021-00,Varginha,0
2021-00,Viana,0
2021-00,Videira,0
2021-00,Vilhena,0
2021-00,Vitória,0
2021-00,Vitória da Conquista,3
2021-00,Vitória de Santo Antão,0
2021-00,Viçosa,0
2021-00,Volta Redonda - Barra Mansa,0
2021-00,Votuporanga,0
2021-00,Xanxerê,0
2021-00,Xinguara,0
2021-00,Xique-Xique ¿ Barra,0
2021-00,Água Boa,0
2021-00,Águas Formosas,0
2021-00,Águas Lindas de Goiás,0
2021-01,Abaetetuba,0
2021-01,Abaeté,0
2021-01,Acaraú,0
2021-01,Adamantina - Lucélia,0
2021-01,Afogados da Ingazeira,1
2021-01,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0
2021-01,Aimorés - Resplendor,1
2021-01,Alagoinhas,0
2021-01,Alegre,0
2021-01,Alfenas,0
2021-01,Almeirim - Porto de Moz,0
2021-01,Almenara,0
2021-01,Alta Floresta,0
2021-01,Altamira,1
2021-01,Além Paraíba,0
2021-01,Amambai,1
2021-01,Amarante - Água Branca - Regeneração,0
2021-01,Amparo,0
2021-01,Andradina,3
2021-01,Angra dos Reis,0
2021-01,Anápolis,0
2021-01,Apucarana,0
2021-01,Aquidauana - Anastácio,0
2021-01,Aracaju,0
2021-01,Aracati,0
2021-01,Araguatins,0
2021-01,Araguaína,0
2021-01,Arapiraca,1
2021-01,Araranguá,0
2021-01,Araraquara,0
2021-01,Araras,0
2021-01,Araripina,0
2021-01,Araxá,0
2021-01,Araçatuba,3
2021-01,Araçuaí,0
2021-01,Arcoverde,0
2021-01,Ariquemes,1
2021-01,Assis,0
2021-01,Atalaia,0
2021-01,Avaré,0
2021-01,Açailândia,0
2021-01,Açu,0
2021-01,Bacabal,0
2021-01,Bagé,0
2021-01,Balsas,0
2021-01,Barbacena,0
2021-01,Barra do Corda,7
2021-01,Barra do Garças,0
2021-01,Barras,0
2021-01,Barreiras,0
2021-01,Barreirinhas,1
2021-01,Barreiros - Sirinhaém,0
2021-01,Barretos,0
2021-01,Bauru,0
2021-01,Belo Horizonte,2
2021-01,Belo Jardim ¿ Pesqueira,1
2021-01,Belém,0
2021-01,Bento Gonçalves,0
2021-01,Birigui - Penápolis,0
2021-01,Blumenau,0
2021-01,Boa Vista,0
2021-01,Bom Jesus,0
2021-01,Bom Jesus da Lapa,0
2021-01,Botucatu,0
2021-01,Bragança,1
2021-01,Bragança Paulista,0
2021-01,Brasiléia,16
2021-01,Brejo Santo,0
2021-01,Breves,0
2021-01,Brumado,1
2021-01,Brusque,1
2021-01,Cabo Frio,0
2021-01,Cachoeira do Sul,0
2021-01,Cachoeiro de Itapemirim,0
2021-01,Cacoal,2
2021-01,Caicó,0
2021-01,Cajazeiras,0
2021-01,Caldas Novas-Morrinhos,1
2021-01,Camacan,0
2021-01,Camaquã,0
2021-01,Cametá,0
2021-01,Camocim,0
2021-01,Campina Grande,0
2021-01,Campinas,1
2021-01,Campo Belo,0
2021-01,Campo Grande,3
2021-01,Campo Maior,0
2021-01,Campo Mourão,5
2021-01,Campos dos Goytacazes,0
2021-01,Canguaretama,0
2021-01,Canindé,0
2021-01,Canto do Buriti,0
2021-01,Capanema,0
2021-01,Capelinha,0
2021-01,Capitão Poço,0
2021-01,Caracaraí,0
2021-01,Caraguatatuba - Ubatuba - São Sebastião,1
2021-01,Carangola,0
2021-01,Caratinga,0
2021-01,Carazinho,0
2021-01,Carpina,0
2021-01,Caruaru,2
2021-01,Cascavel,1
2021-01,Castanhal,0
2021-01,Cataguases,0
2021-01,Catalão,0
2021-01,Catanduva,0
2021-01,Catolé do Rocha - São Bento,0
2021-01,Caxambu - Baependi,0
2021-01,Caxias,2
2021-01,Caxias do Sul,0
2021-01,Caçador,0
2021-01,Ceres - Rialma - Goianésia,1
2021-01,Cerro Largo,0
2021-01,Chapadinha,0
2021-01,Chapecó,0
2021-01,Charqueadas - Triunfo - São Jerônimo,0
2021-01,Cianorte,1
2021-01,Coari,0
2021-01,Codó,0
2021-01,Colatina,0
2021-01,Colinas,0
2021-01,Colinas do Tocantins,0
2021-01,Conceição do Coité,0
2021-01,Concórdia,0
2021-01,Confresa - Vila Rica,0
2021-01,Conselheiro Lafaiete,0
2021-01,Cornélio Procópio ¿ Bandeirantes,0
2021-01,Corrente,0
2021-01,Corumbá,1
2021-01,Coxim,0
2021-01,Crateús,0
2021-01,Criciúma,0
2021-01,Cruz Alta,0
2021-01,Cruz das Almas,0
2021-01,Cruzeiro,0
2021-01,Cruzeiro do Sul,4
2021-01,Cuiabá,0
2021-01,Cuité - Nova Floresta,0
2021-01,Curitiba,0
2021-01,Curitibanos,0
2021-01,Currais Novos,0
2021-01,Cururupu,0
2021-01,Curvelo,0
2021-01,Cáceres,1
2021-01,Cícero Dantas,0
2021-01,Delmiro Gouveia,0
2021-01,Diamantina,0
2021-01,Diamantino,0
2021-01,Dianópolis,0
2021-01,Distrito Federal,5
2021-01,Divinópolis,0
2021-01,Dois Vizinhos,0
2021-01,Dores do Indaiá,1
2021-01,Dourados,2
2021-01,Dracena,0
2021-01,Eirunepé,1
2021-01,Encantado,0
2021-01,Erechim,0
2021-01,Escada - Ribeirão,0
2021-01,Esperantina,0
2021-01,Espinosa,0
2021-01,Estância,0
2021-01,Euclides da Cunha,0
2021-01,Eunápolis - Porto Seguro,0
2021-01,Feira de Santana,0
2021-01,Fernandópolis,1
2021-01,Flores de Goiás,0
2021-01,Floriano,0
2021-01,Florianópolis,0
2021-01,Formiga,0
2021-01,Fortaleza,8
2021-01,Foz do Iguaçu,2
2021-01,Franca,0
2021-01,Francisco Beltrão,0
2021-01,Frederico Westphalen,0
2021-01,Frutal,0
2021-01,Garanhuns,0
2021-01,Goiana ¿ Timbaúba,1
2021-01,Goiás - Itapuranga,0
2021-01,Goiânia,2
2021-01,Governador Nunes Freire,0
2021-01,Governador Valadares,0
2021-01,Guanambi,1
2021-01,Guanhães,0
2021-01,Guarabira,0
2021-01,Guarapuava,0
2021-01,Guaratinguetá,0
2021-01,Guaraí,0
2021-01,Guaxupé,0
2021-01,Gurupi,0
2021-01,Ibaiti,0
2021-01,Ibirama - Presidente Getúlio,0
2021-01,Icó,0
2021-01,Iguatu,0
2021-01,Ijuí,0
2021-01,Ilhéus ¿ Itabuna,1
2021-01,Imperatriz,0
2021-01,Inhumas - Itaberaí - Anicuns,2
2021-01,Ipatinga,0
2021-01,Ipiaú,2
2021-01,Iporá,0
2021-01,Irati,0
2021-01,Irecê,1
2021-01,Itabaiana,0
2021-01,Itaberaba,0
2021-01,Itabira,0
2021-01,Itacoatiara,0
2021-01,Itaituba,0
2021-01,Itajaí,0
2021-01,Itajubá,0
2021-01,Itapagé,0
2021-01,Itapecuru Mirim,0
2021-01,Itaperuna,0
2021-01,Itapetinga,0
2021-01,Itapetininga,0
2021-01,Itapeva,0
2021-01,Itapipoca,0
2021-01,Itaporanga,0
2021-01,Ituiutaba,0
2021-01,Itumbiara,1
2021-01,Ituporanga,0
2021-01,Iturama,0
2021-01,Ituverava,1
2021-01,Ivaiporã,0
2021-01,Jaciara,2
2021-01,Jacobina,0
2021-01,Jales,0
2021-01,Janaúba,0
2021-01,Januária,0
2021-01,Jardim,1
2021-01,Jaru,0
2021-01,Jataí-Mineiros,0
2021-01,Jaú,0
2021-01,Jequié,2
2021-01,Jeremoabo,0
2021-01,Ji-Paraná,0
2021-01,Joaçaba - Herval d'Oeste,0
2021-01,Joinville,0
2021-01,João Câmara,0
2021-01,João Monlevade,0
2021-01,João Pessoa,0
2021-01,Juara,0
2021-01,Juazeiro,0
2021-01,Juazeiro do Norte,1
2021-01,Juiz de Fora,0
2021-01,Jundiaí,0
2021-01,Juína,0
2021-01,Lagarto,0
2021-01,Lages,0
2021-01,Lagoa Vermelha,0
2021-01,Lajeado,0
2021-01,Laranjal do Jari,0
2021-01,Laranjeiras do Sul - Quedas do Iguaçu,0
2021-01,Lavras,0
2021-01,Limeira,0
2021-01,Limoeiro,0
2021-01,Linhares,1
2021-01,Lins,2
2021-01,Loanda,0
2021-01,Londrina,1
2021-01,Luziânia,0
2021-01,Lábrea,3
2021-01,Macapá,0
2021-01,Macaé - Rio das Ostras,0
2021-01,Maceió,0
2021-01,Mafra,0
2021-01,Mamanguape - Rio Tinto,0
2021-01,Manacapuru,0
2021-01,Manaus,4
2021-01,Manhuaçu,0
2021-01,Manicoré,1
2021-01,Mantena,0
2021-01,Marabá,0
2021-01,Marau,0
2021-01,Maravilha,1
2021-01,Marechal Cândido Rondon,0
2021-01,Maringá,0
2021-01,Marília,0
2021-01,Miracema do Tocantins,0
2021-01,Mirassol D'oeste,0
2021-01,Mogi Guaçu,0
2021-01,Monte Carmelo,0
2021-01,Monteiro,0
2021-01,Montenegro,0
2021-01,Montes Claros,0
2021-01,Mossoró,0
2021-01,Muriaé,0
2021-01,Natal,0
2021-01,Naviraí - Mundo Novo,1
2021-01,Nazaré ¿ Maragogipe,0
2021-01,Nonoai,0
2021-01,Nossa Senhora da Glória,0
2021-01,Nova Andradina,0
2021-01,Nova Friburgo,0
2021-01,Nova Prata - Guaporé,0
2021-01,Nova Venécia,0
2021-01,Novo Hamburgo - São Leopoldo,0
2021-01,Oeiras,0
2021-01,Oiapoque,0
2021-01,Oliveira,0
2021-01,Oriximiná,0
2021-01,Ourinhos,0
2021-01,Pacaraima,0
2021-01,Palmares,0
2021-01,Palmas,0
2021-01,Palmeira das Missões,0
2021-01,Palmeira dos Índios,0
2021-01,Palmeiras de Goiás,0
2021-01,Paragominas,0
2021-01,Paranacity - Colorado,0
2021-01,Paranaguá,0
2021-01,Paranavaí,0
2021-01,Paranaíba - Chapadão do Sul - Cassilândia,1
2021-01,Parauapebas,0
2021-01,Paraíso do Tocantins,0
2021-01,Parintins,0
2021-01,Parnaíba,0
2021-01,Pará de Minas,0
2021-01,Passo Fundo,0
2021-01,Passos,0
2021-01,Pato Branco,0
2021-01,Patos,0
2021-01,Patos de Minas,0
2021-01,Patrocínio,0
2021-01,Pau dos Ferros,0
2021-01,Paulistana,0
2021-01,Paulo Afonso,0
2021-01,Pedra Azul,0
2021-01,Pedreiras,0
2021-01,Peixoto de Azevedo - Guarantã do Norte,1
2021-01,Pelotas,0
2021-01,Penedo,0
2021-01,Petrolina,0
2021-01,Petrópolis,0
2021-01,Picos,0
2021-01,Pinheiro,0
2021-01,Piracanjuba,0
2021-01,Piracicaba,0
2021-01,Piraju,0
2021-01,Pirapora,0
2021-01,Pires do Rio,0
2021-01,Piripiri,0
2021-01,Pitanga,0
2021-01,Piumhi,0
2021-01,Pombal,0
2021-01,Ponta Grossa,0
2021-01,Ponta Porã,2
2021-01,Ponte Nova,0
2021-01,Pontes e Lacerda - Comodoro,0
2021-01,Porangatu,2
2021-01,Porto Alegre,0
2021-01,Porto Calvo - São Luís do Quitunde,0
2021-01,Porto Grande,0
2021-01,Porto Nacional,0
2021-01,Porto Velho,1
2021-01,Posse-Campos Belos,0
2021-01,Pouso Alegre,0
2021-01,Poços de Caldas,0
2021-01,Presidente Dutra,0
2021-01,Presidente Epitácio-Presidente Venceslau,0
2021-01,Presidente Prudente,1
2021-01,Primavera do Leste,0
2021-01,Princesa Isabel,0
2021-01,Propriá,0
2021-01,Pão de Açúcar - Olho d'Água das Flores ¿ Batalha,0
2021-01,Quirinópolis,3
2021-01,Quixadá,0
2021-01,Recife,0
2021-01,Redenção,1
2021-01,Redenção-Acarape,0
2021-01,Registro,0
2021-01,Resende,0
2021-01,Ribeira do Pombal,0
2021-01,Ribeirão Preto,1
2021-01,Rio Bonito,0
2021-01,Rio Branco,3
2021-01,Rio Claro,0
2021-01,Rio Verde,0
2021-01,Rio de Janeiro,1
2021-01,Rio do Sul,0
2021-01,Rondonópolis,0
2021-01,Rorainópolis,0
2021-01,Russas - Limoeiro do Norte,0
2021-01,Salgueiro,0
2021-01,Salinas,0
2021-01,Salvador,0
2021-01,Santa Bárbara - Ouro Preto,0
2021-01,Santa Cruz,0
2021-01,Santa Cruz do Sul,0
2021-01,Santa Fé do Sul,0
2021-01,Santa Inês,1
2021-01,Santa Maria,0
2021-01,Santa Maria da Vitoria,0
2021-01,Santa Rosa,0
2021-01,Santana do Ipanema,0
2021-01,Santana do Livramento,0
2021-01,Santarém,1
2021-01,Santiago,0
2021-01,Santo Antônio - Passa e Fica - Nova Cruz,0
2021-01,Santo Antônio da Platina,0
2021-01,Santo Antônio de Jesus,2
2021-01,Santo Antônio de Pádua,0
2021-01,Santo Ângelo,0
2021-01,Santos,4
2021-01,Seabra,0
2021-01,Sena Madureira,0
2021-01,Senhor do Bonfim,0
2021-01,Serra Talhada,0
2021-01,Serrinha,0
2021-01,Sete Lagoas,0
2021-01,Simplício Mendes,0
2021-01,Sinop,3
2021-01,Sobradinho,0
2021-01,Sobral,1
2021-01,Soledade,0
2021-01,Sorocaba,0
2021-01,Sorriso,0
2021-01,Soure-Salvaterra,0
2021-01,Sousa,0
2021-01,Sumé,0
2021-01,Surubim,0
