"access_date";"content_main_theme";"access_state";"access_city";"count"
2021-01-01;Dengue;SP;SAO PAULO;5
2021-01-01;Dengue;PR;CURITIBA;2
2021-01-01;Dengue;MG;BELO HORIZONTE;3
2021-01-01;Dengue;AM;MANAUS;4
2021-01-01;Dengue;RJ;RIO DE JANEIRO;2
2021-01-01;Dengue;DF;BRASILIA;2
2021-01-01;Dengue;BA;SALVADOR;6
2021-01-01;Dengue;SP;RIO CLARO;1
2021-01-02;Dengue;SP;SAO BERNARDO DO CAMPO;2
2021-01-02;Dengue;AM;MANAUS;4
2021-01-02;Dengue;MG;BELO HORIZONTE;6
2021-01-02;Dengue;DF;BRASILIA;2
2021-01-02;Dengue;RJ;RIO DE JANEIRO;9
2021-01-02;Dengue;SP;SAO PAULO;6
2021-01-02;Dengue;RS;PORTO ALEGRE;2
2021-01-03;Dengue;BA;SALVADOR;4
2021-01-03;Dengue;SP;SAO PAULO;7
2021-01-03;Dengue;PR;CURITIBA;1
2021-01-03;Dengue;MG;BELO HORIZONTE;3
2021-01-03;Dengue;RJ;RIO DE JANEIRO;2
2021-01-04;Dengue;SP;GUARULHOS;1
2021-01-04;Dengue;BA;SALVADOR;1
2021-01-04;Dengue;RS;IJUI;1
2021-01-04;Dengue;AM;MANAUS;2
2021-01-04;Dengue;RS;PORTO ALEGRE;1
2021-01-04;Dengue;PR;CURITIBA;3
2021-01-04;Dengue;SP;SAO PAULO;9
2021-01-04;Dengue;PR;MARINGA;1
2021-01-04;Dengue;MG;BELO HORIZONTE;1
2021-01-05;Dengue;PR;FAZENDA RIO GRANDE;1
2021-01-05;Dengue;PR;CURITIBA;1
2021-01-05;Dengue;DF;BRASILIA;4
2021-01-05;Dengue;RS;PORTO ALEGRE;1
2021-01-05;Dengue;PR;MARINGA;3
2021-01-05;Dengue;SP;SAO PAULO;10
2021-01-05;Dengue;SP;LUPERCIO;1
2021-01-05;Dengue;MG;BELO HORIZONTE;6
2021-01-05;Dengue;AM;MANAUS;1
2021-01-05;Dengue;SP;BARUERI;1
2021-01-05;Dengue;PR;SAO JOSE DOS PINHAIS;1
2021-01-05;Dengue;RJ;RIO DE JANEIRO;2
2021-01-05;Dengue;SP;CRAVINHOS;1
2021-01-06;Dengue;SP;SAO PAULO;15
2021-01-06;Dengue;RS;PORTO ALEGRE;1
2021-01-06;Dengue;PR;MARINGA;1
2021-01-06;Dengue;BA;SALVADOR;9
2021-01-06;Dengue;MG;SERRA DOS AIMORES;1
2021-01-06;Dengue;RJ;DUQUE DE CAXIAS;2
2021-01-06;Dengue;MG;BELO HORIZONTE;2
2021-01-06;Dengue;PB;CAMPINA GRANDE;1
2021-01-06;Dengue;RJ;RIO DE JANEIRO;3
2021-01-06;Dengue;PA;BELEM;1
2021-01-06;Dengue;AM;MANAUS;2
2021-01-06;Dengue;PR;CURITIBA;3
2021-01-06;Dengue;DF;BRASILIA;2
2021-01-07;Dengue;RS;CANOAS;1
2021-01-07;Dengue;SP;SAO PAULO;14
2021-01-07;Dengue;DF;BRASILIA;3
2021-01-07;Dengue;RS;PORTO ALEGRE;4
2021-01-07;Dengue;PA;BELEM;3
2021-01-07;Dengue;MG;BELO HORIZONTE;2
2021-01-07;Dengue;PB;ESPERANCA;1
2021-01-07;Dengue;RJ;RIO DE JANEIRO;2
2021-01-07;Dengue;AM;MANAUS;2
2021-01-07;Dengue;PR;CURITIBA;2
2021-01-07;Dengue;RJ;PIRAI;1
2021-01-08;Dengue;BA;SALVADOR;2
2021-01-08;Dengue;SP;SANTO ANDRE;3
2021-01-08;Dengue;AM;MANAUS;1
2021-01-08;Dengue;MG;BELO HORIZONTE;2
2021-01-08;Dengue;MG;UBERLANDIA;1
2021-01-08;Dengue;DF;BRASILIA;3
2021-01-08;Dengue;SP;BARUERI;1
2021-01-08;Dengue;RS;PORTO ALEGRE;1
2021-01-08;Dengue;SP;SAO PAULO;11
2021-01-08;Dengue;RJ;RIO DE JANEIRO;2
2021-01-08;Dengue;SP;GUARULHOS;1
2021-01-08;Dengue;PR;CURITIBA;1
2021-01-08;Dengue;CE;QUIXERE;1
2021-01-09;Dengue;SP;SAO PAULO;9
2021-01-09;Dengue;AM;MANAUS;3
2021-01-09;Dengue;MG;ITAOBIM;1
2021-01-09;Dengue;SP;SANTO ANDRE;1
2021-01-09;Dengue;SP;MAUA;1
2021-01-09;Dengue;MG;UBERLANDIA;1
2021-01-09;Dengue;MG;TEOFILO OTONI;1
2021-01-09;Dengue;DF;BRASILIA;3
2021-01-09;Dengue;RJ;RIO DE JANEIRO;3
2021-01-09;Dengue;MG;BELO HORIZONTE;3
2021-01-09;Dengue;BA;SALVADOR;1
2021-01-09;Dengue;PR;CURITIBA;1
2021-01-09;Dengue;MG;JUIZ DE FORA;1
2021-01-10;Dengue;AM;MANAUS;6
2021-01-10;Dengue;DF;BRASILIA;3
2021-01-10;Dengue;SP;SAO PAULO;3
2021-01-10;Dengue;MG;JUIZ DE FORA;1
2021-01-10;Dengue;RJ;RIO DE JANEIRO;2
2021-01-10;Dengue;PR;CURITIBA;1
2021-01-10;Dengue;RJ;SAO JOAO DE MERITI;1
2021-01-10;Dengue;MG;BELO HORIZONTE;7
2021-01-10;Dengue;ES;BOM JESUS DO NORTE;1
2021-01-10;Dengue;RJ;NITEROI;1
2021-01-10;Dengue;CE;LIMOEIRO DO NORTE;1
2021-01-10;Dengue;RS;PORTO ALEGRE;1
2021-01-11;Dengue;PR;CURITIBA;3
2021-01-11;Dengue;RS;CAXIAS DO SUL;1
2021-01-11;Dengue;MG;BELO HORIZONTE;9
2021-01-11;Dengue;RJ;RIO DE JANEIRO;2
2021-01-11;Dengue;DF;BRASILIA;6
2021-01-11;Dengue;SP;SAO PAULO;8
2021-01-11;Dengue;SP;FRANCISCO MORATO;1
2021-01-11;Dengue;AM;MANAUS;1
2021-01-11;Dengue;SP;RIBEIRAO PRETO;1
2021-01-12;Dengue;SP;SAO PAULO;14
2021-01-12;Dengue;MG;CARATINGA;1
2021-01-12;Dengue;RJ;RIO DE JANEIRO;2
2021-01-12;Dengue;MG;CANDEIAS;1
2021-01-12;Dengue;MG;BELO HORIZONTE;3
2021-01-12;Dengue;BA;SALVADOR;1
2021-01-12;Dengue;PR;CURITIBA;3
2021-01-12;Dengue;DF;BRASILIA;1
2021-01-13;Dengue;PA;BELEM;4
2021-01-13;Dengue;AM;MANAUS;10
2021-01-13;Dengue;PR;CURITIBA;1
2021-01-13;Dengue;DF;BRASILIA;6
2021-01-13;Dengue;RS;PORTO ALEGRE;2
2021-01-13;Dengue;SP;SAO PAULO;4
2021-01-13;Dengue;MG;BELO HORIZONTE;3
2021-01-13;Dengue;RJ;RIO DE JANEIRO;3
2021-01-14;Dengue;SP;SAO BERNARDO DO CAMPO;1
2021-01-14;Dengue;BA;SALVADOR;1
2021-01-14;Dengue;SP;SAO PAULO;8
2021-01-14;Dengue;RJ;RIO DE JANEIRO;3
2021-01-14;Dengue;DF;BRASILIA;5
2021-01-14;Dengue;MG;BELO HORIZONTE;4
2021-01-14;Dengue;PR;CURITIBA;3
2021-01-14;Dengue;SP;GUARULHOS;1
2021-01-15;Dengue;RJ;RIO DE JANEIRO;3
2021-01-15;Dengue;PR;CURITIBA;1
2021-01-15;Dengue;BA;SALVADOR;1
2021-01-15;Dengue;SP;RIBEIRAO PIRES;1
2021-01-15;Dengue;RS;PORTO ALEGRE;1
2021-01-15;Dengue;AM;MANAUS;2
2021-01-15;Dengue;SP;SAO PAULO;2
2021-01-15;Dengue;DF;BRASILIA;4
2021-01-15;Dengue;MG;BELO HORIZONTE;2
2021-01-16;Dengue;SP;SAO PAULO;5
2021-01-16;Dengue;BA;SALVADOR;2
2021-01-16;Dengue;MG;BELO HORIZONTE;3
2021-01-16;Dengue;AM;MANAUS;1
2021-01-16;Dengue;RJ;RIO DE JANEIRO;1
2021-01-16;Dengue;SP;RIBEIRAO PRETO;1
2021-01-16;Dengue;PA;ANANINDEUA;1
2021-01-16;Dengue;PR;CURITIBA;1
2021-01-16;Dengue;MG;CORONEL PACHECO;1
2021-01-16;Dengue;DF;BRASILIA;4
2021-01-17;Dengue;BA;SALVADOR;4
2021-01-17;Dengue;PR;CURITIBA;3
2021-01-17;Dengue;PR;CAMPO LARGO;1
2021-01-17;Dengue;SP;PRAIA GRANDE;1
2021-01-17;Dengue;SP;SAO BERNARDO DO CAMPO;1
2021-01-17;Dengue;SP;SAO PAULO;13
2021-01-17;Dengue;PR;MARINGA;1
2021-01-17;Dengue;DF;BRASILIA;2
2021-01-18;Dengue;PR;CURITIBA;3
2021-01-18;Dengue;PR;CAMPO LARGO;2
2021-01-18;Dengue;MG;JUIZ DE FORA;2
2021-01-18;Dengue;BA;SALVADOR;2
2021-01-18;Dengue;RJ;RIO DE JANEIRO;3
2021-01-18;Dengue;SP;SAO PAULO;7
2021-01-18;Dengue;MG;BELO HORIZONTE;3
2021-01-19;Dengue;PR;CAMPO LARGO;1
2021-01-19;Dengue;DF;BRASILIA;2
2021-01-19;Dengue;SP;SAO PAULO;8
2021-01-19;Dengue;MG;JUIZ DE FORA;1
2021-01-19;Dengue;RJ;RIO DE JANEIRO;3
2021-01-19;Dengue;PR;CURITIBA;1
2021-01-19;Dengue;BA;SALVADOR;2
2021-01-19;Dengue;AM;MANAUS;2
2021-01-19;Dengue;MG;BELO HORIZONTE;4
2021-01-19;Dengue;MG;UBERLANDIA;1
2021-01-20;Dengue;PR;CURITIBA;4
2021-01-20;Dengue;SP;SAO PAULO;7
2021-01-20;Dengue;MG;UBERLANDIA;1
2021-01-20;Dengue;RJ;RIO DE JANEIRO;6
2021-01-20;Dengue;MG;JUIZ DE FORA;3
2021-01-20;Dengue;MG;BELO HORIZONTE;4
2021-01-20;Dengue;SP;PRAIA GRANDE;2
2021-01-20;Dengue;MG;BETIM;1
2021-01-21;Dengue;MG;JUIZ DE FORA;1
2021-01-21;Dengue;AM;MANAUS;8
2021-01-21;Dengue;MG;BELO HORIZONTE;3
2021-01-21;Dengue;PR;CURITIBA;1
2021-01-21;Dengue;DF;BRASILIA;3
2021-01-21;Dengue;BA;SALVADOR;2
2021-01-21;Dengue;SP;SAO PAULO;9
2021-01-21;Dengue;RJ;RIO DE JANEIRO;3
2021-01-21;Dengue;PB;CAMPINA GRANDE;1
2021-01-21;Dengue;RS;PORTO ALEGRE;3
2021-01-21;Dengue;BA;DIAS DAVILA;1
2021-01-22;Dengue;BA;SALVADOR;3
2021-01-22;Dengue;RJ;RIO DE JANEIRO;3
2021-01-22;Dengue;SP;SAO PAULO;16
2021-01-22;Dengue;AM;MANAUS;3
2021-01-22;Dengue;MG;BELO HORIZONTE;2
2021-01-22;Dengue;PR;CURITIBA;1
2021-01-23;Dengue;PR;CURITIBA;1
2021-01-23;Dengue;AM;MANAUS;3
2021-01-23;Dengue;RS;PORTO ALEGRE;2
2021-01-23;Dengue;DF;BRASILIA;6
2021-01-23;Dengue;SP;SAO PAULO;12
2021-01-23;Dengue;BA;SALVADOR;2
2021-01-23;Dengue;MG;BELO HORIZONTE;2
2021-01-23;Dengue;RJ;RIO DE JANEIRO;3
2021-01-23;Dengue;SP;SAO BERNARDO DO CAMPO;1
2021-01-24;Dengue;AM;MANAUS;3
2021-01-24;Dengue;RS;FLORES DA CUNHA;1
2021-01-24;Dengue;BA;SALVADOR;4
2021-01-24;Dengue;DF;BRASILIA;5
2021-01-24;Dengue;SP;GUARULHOS;2
2021-01-24;Dengue;PR;CURITIBA;1
2021-01-24;Dengue;RJ;RIO DE JANEIRO;2
2021-01-24;Dengue;SP;SAO PAULO;12
2021-01-24;Dengue;MG;BELO HORIZONTE;1
2021-01-25;Dengue;PR;MARINGA;1
2021-01-25;Dengue;SP;SAO PAULO;8
2021-01-25;Dengue;AM;MANAUS;6
2021-01-25;Dengue;RJ;RIO DE JANEIRO;6
2021-01-25;Dengue;BA;SALVADOR;2
2021-01-25;Dengue;PA;BELEM;1
2021-01-25;Dengue;DF;BRASILIA;1
2021-01-25;Dengue;MG;BELO HORIZONTE;2
2021-01-25;Dengue;PR;CURITIBA;1
2021-01-26;Dengue;SP;SAO PAULO;10
2021-01-26;Dengue;BA;SALVADOR;2
2021-01-26;Dengue;RJ;RIO DE JANEIRO;3
2021-01-26;Dengue;ES;SANTA MARIA DE JETIBA;1
2021-01-26;Dengue;DF;BRASILIA;2
2021-01-26;Dengue;AM;MANAUS;4
2021-01-26;Dengue;SP;BARUERI;1
2021-01-27;Dengue;RJ;RIO DE JANEIRO;6
2021-01-27;Dengue;DF;BRASILIA;3
2021-01-27;Dengue;RS;PORTO ALEGRE;1
2021-01-27;Dengue;AM;MANAUS;3
2021-01-27;Dengue;MG;UBERABA;1
2021-01-27;Dengue;BA;SALVADOR;2
2021-01-27;Dengue;SP;SAO PAULO;11
2021-01-27;Dengue;PR;CURITIBA;2
2021-01-27;Dengue;MG;BELO HORIZONTE;2
2021-01-28;Dengue;MG;BELO HORIZONTE;2
2021-01-28;Dengue;SP;VERA CRUZ;2
2021-01-28;Dengue;AM;MANAUS;2
2021-01-28;Dengue;SP;SAO PAULO;21
2021-01-28;Dengue;DF;BRASILIA;2
2021-01-28;Dengue;PA;BELEM;2
2021-01-28;Dengue;PR;CURITIBA;3
2021-01-28;Dengue;SP;MOGI DAS CRUZES;1
2021-01-28;Dengue;ES;DOMINGOS MARTINS;1
2021-01-28;Dengue;RJ;RIO DE JANEIRO;1
2021-01-29;Dengue;PR;CURITIBA;2
2021-01-29;Dengue;RS;PORTO ALEGRE;1
2021-01-29;Dengue;AM;MANAUS;2
2021-01-29;Dengue;SP;SAO PAULO;11
2021-01-29;Dengue;RJ;RIO DE JANEIRO;3
2021-01-29;Dengue;MG;BELO HORIZONTE;6
2021-01-29;Dengue;BA;SALVADOR;1
2021-01-30;Dengue;AM;MANAUS;2
2021-01-30;Dengue;RJ;RIO DE JANEIRO;8
2021-01-30;Dengue;MG;BELO HORIZONTE;1
2021-01-30;Dengue;SP;SAO PAULO;9
2021-01-30;Dengue;DF;BRASILIA;4
2021-01-30;Dengue;RS;PORTO ALEGRE;2
2021-01-30;Dengue;PA;BELEM;2
2021-01-30;Dengue;PR;CURITIBA;1
2021-01-31;Dengue;SP;COTIA;1
2021-01-31;Dengue;SP;SAO PAULO;9
2021-01-31;Dengue;AM;MANAUS;3
2021-01-31;Dengue;RJ;RIO DE JANEIRO;4
2021-01-31;Dengue;PR;CURITIBA;2
2021-01-31;Dengue;MG;BELO HORIZONTE;2
2021-01-31;Dengue;DF;BRASILIA;2
2021-01-31;Dengue;PE;GOIANA;1
2021-01-31;Dengue;PR;MARINGA;1
2021-01-31;Dengue;MG;CARATINGA;1
2021-01-31;Dengue;MG;PIRAPORA;1
2021-02-01;Dengue;BA;SALVADOR;3
2021-02-01;Dengue;SP;SAO PAULO;22
2021-02-01;Dengue;RJ;DUQUE DE CAXIAS;1
2021-02-01;Dengue;MG;UBERABA;1
2021-02-01;Dengue;SC;TREZE TILIAS;2
2021-02-01;Dengue;DF;BRASILIA;5
2021-02-01;Dengue;PR;MARINGA;1
2021-02-01;Dengue;MG;SANTA LUZIA;1
2021-02-01;Dengue;PR;CURITIBA;2
2021-02-01;Dengue;RJ;RIO DE JANEIRO;2
2021-02-01;Dengue;MG;UBERLANDIA;1
2021-02-02;Dengue;PR;CURITIBA;9
2021-02-02;Dengue;MG;UBERABA;1
2021-02-02;Dengue;SP;SAO PAULO;12
2021-02-02;Dengue;DF;BRASILIA;4
2021-02-02;Dengue;RJ;RIO DE JANEIRO;2
2021-02-02;Dengue;AM;MANAUS;2
2021-02-02;Dengue;RS;CAXIAS DO SUL;1
2021-02-02;Dengue;MG;MANTENA;1
2021-02-02;Dengue;MG;BELO HORIZONTE;2
2021-02-02;Dengue;BA;SALVADOR;1
2021-02-03;Dengue;PR;CURITIBA;3
2021-02-03;Dengue;RJ;RIO DE JANEIRO;5
2021-02-03;Dengue;DF;BRASILIA;4
2021-02-03;Dengue;RS;PORTO ALEGRE;1
2021-02-03;Dengue;BA;SALVADOR;4
2021-02-03;Dengue;MG;UBERABA;1
2021-02-03;Dengue;SP;SAO PAULO;19
2021-02-04;Dengue;SP;GUARULHOS;1
2021-02-04;Dengue;MG;BELO HORIZONTE;2
2021-02-04;Dengue;PR;CURITIBA;1
2021-02-04;Dengue;SP;SAO PAULO;20
2021-02-04;Dengue;AM;MANAUS;1
2021-02-04;Dengue;CE;LIMOEIRO DO NORTE;1
2021-02-04;Dengue;DF;BRASILIA;8
2021-02-04;Dengue;SP;SUZANO;1
2021-02-04;Dengue;MG;JUIZ DE FORA;1
2021-02-04;Dengue;MG;TEOFILO OTONI;1
2021-02-04;Dengue;BA;SALVADOR;3
2021-02-04;Dengue;MG;BOM JESUS DO GALHO;1
2021-02-05;Dengue;PR;ALMIRANTE TAMANDARE;1
2021-02-05;Dengue;SP;SAO PAULO;26
2021-02-05;Dengue;MG;BELO HORIZONTE;2
2021-02-05;Dengue;RJ;RIO DE JANEIRO;4
2021-02-05;Dengue;PR;CURITIBA;2
2021-02-05;Dengue;RS;PORTO ALEGRE;2
2021-02-05;Dengue;AM;MANAUS;1
2021-02-05;Dengue;SP;SANTO ANDRE;1
2021-02-05;Dengue;DF;BRASILIA;5
2021-02-05;Dengue;PA;BELEM;1
2021-02-06;Dengue;SP;SAO PAULO;13
2021-02-06;Dengue;AM;MANAUS;5
2021-02-06;Dengue;MG;BELO HORIZONTE;1
2021-02-06;Dengue;RJ;VOLTA REDONDA;1
2021-02-06;Dengue;DF;BRASILIA;3
2021-02-06;Dengue;PR;SANTA FE;1
2021-02-06;Dengue;RS;PORTO ALEGRE;1
2021-02-06;Dengue;PR;CURITIBA;2
2021-02-06;Dengue;BA;SALVADOR;2
2021-02-07;Dengue;RS;PORTO ALEGRE;2
2021-02-07;Dengue;SP;GUARULHOS;1
2021-02-07;Dengue;SP;ITAQUAQUECETUBA;1
2021-02-07;Dengue;RS;GRAMADO;1
2021-02-07;Dengue;PA;ANANINDEUA;1
2021-02-07;Dengue;MG;BELO HORIZONTE;2
2021-02-07;Dengue;DF;BRASILIA;5
2021-02-07;Dengue;SP;SAO PAULO;14
2021-02-07;Dengue;AM;MANAUS;3
2021-02-07;Dengue;RJ;RIO DE JANEIRO;2
2021-02-07;Dengue;PR;CURITIBA;2
2021-02-08;Dengue;AM;MANAUS;7
2021-02-08;Dengue;PA;BELEM;1
2021-02-08;Dengue;PR;CURITIBA;2
2021-02-08;Dengue;SP;CRAVINHOS;1
2021-02-08;Dengue;PR;MARINGA;1
2021-02-08;Dengue;MG;TEOFILO OTONI;1
2021-02-08;Dengue;RS;PORTO ALEGRE;2
2021-02-08;Dengue;MG;BELO HORIZONTE;3
2021-02-08;Dengue;DF;BRASILIA;1
2021-02-08;Dengue;SP;SAO PAULO;13
2021-02-08;Dengue;SP;TABOAO DA SERRA;1
2021-02-08;Dengue;RJ;RIO DE JANEIRO;1
2021-02-09;Dengue;SP;ITAQUAQUECETUBA;2
2021-02-09;Dengue;SP;SAO PAULO;14
2021-02-09;Dengue;RS;PORTO ALEGRE;1
2021-02-09;Dengue;MG;BELO HORIZONTE;5
2021-02-09;Dengue;RJ;RIO DE JANEIRO;3
2021-02-09;Dengue;PR;PIRAQUARA;2
2021-02-09;Dengue;PR;CURITIBA;5
2021-02-09;Dengue;SP;PRAIA GRANDE;1
2021-02-09;Dengue;BA;SALVADOR;1
2021-02-09;Dengue;DF;BRASILIA;1
2021-02-09;Dengue;AM;MANAUS;2
2021-02-09;Dengue;PR;MARINGA;2
2021-02-10;Dengue;SP;SAO PAULO;17
2021-02-10;Dengue;RJ;VOLTA REDONDA;3
2021-02-10;Dengue;RJ;RIO DE JANEIRO;4
2021-02-10;Dengue;RS;PORTO ALEGRE;1
2021-02-10;Dengue;MG;BELO HORIZONTE;3
2021-02-10;Dengue;PE;GOIANA;1
2021-02-10;Dengue;PR;MARINGA;1
2021-02-10;Dengue;DF;BRASILIA;1
2021-02-10;Dengue;PA;BELEM;2
2021-02-10;Dengue;PR;CURITIBA;3
2021-02-11;Dengue;SP;SAO PAULO;16
2021-02-11;Dengue;AM;MANAUS;6
2021-02-11;Dengue;RJ;BARRA MANSA;1
2021-02-11;Dengue;PA;BELEM;1
2021-02-11;Dengue;MG;BELO HORIZONTE;5
2021-02-11;Dengue;RJ;RIO DE JANEIRO;4
2021-02-11;Dengue;RS;PORTO ALEGRE;1
2021-02-11;Dengue;BA;SALVADOR;1
2021-02-11;Dengue;DF;BRASILIA;3
2021-02-11;Dengue;SC;CATANDUVAS;1
2021-02-11;Dengue;SP;MARILIA;1
2021-02-12;Dengue;RJ;RIO DE JANEIRO;7
2021-02-12;Dengue;PR;CURITIBA;3
2021-02-12;Dengue;MG;BELO HORIZONTE;3
2021-02-12;Dengue;RS;CANOAS;2
2021-02-12;Dengue;SP;SAO PAULO;10
2021-02-12;Dengue;DF;BRASILIA;1
2021-02-12;Dengue;BA;DIAS DAVILA;1
2021-02-12;Dengue;BA;SALVADOR;1
2021-02-12;Dengue;AM;MANAUS;2
2021-02-12;Dengue;MG;UBERLANDIA;2
2021-02-12;Dengue;PA;BELEM;1
2021-02-13;Dengue;SP;GUARULHOS;2
2021-02-13;Dengue;SP;SUZANO;1
2021-02-13;Dengue;RS;PORTO ALEGRE;1
2021-02-13;Dengue;MG;CONTAGEM;1
2021-02-13;Dengue;SP;SAO PAULO;15
2021-02-13;Dengue;MG;BELO HORIZONTE;4
2021-02-13;Dengue;DF;BRASILIA;4
2021-02-13;Dengue;RJ;RIO DE JANEIRO;3
2021-02-13;Dengue;RJ;NITEROI;1
2021-02-13;Dengue;SP;SANTANA DE PARNAIBA;1
2021-02-13;Dengue;SP;RIBEIRAO PRETO;1
2021-02-14;Dengue;PR;CURITIBA;1
2021-02-14;Dengue;MG;BELO HORIZONTE;2
2021-02-14;Dengue;RJ;RIO DE JANEIRO;6
2021-02-14;Dengue;SP;SAO PAULO;18
2021-02-14;Dengue;MG;ARAGUARI;1
2021-02-14;Dengue;DF;BRASILIA;5
2021-02-14;Dengue;BA;SALVADOR;1
2021-02-14;Dengue;SP;MARILIA;1
2021-02-15;Dengue;SP;SAO PAULO;27
2021-02-15;Dengue;RS;SAO MARCOS;1
2021-02-15;Dengue;DF;BRASILIA;3
2021-02-15;Dengue;RJ;VOLTA REDONDA;1
2021-02-15;Dengue;SP;MARILIA;1
2021-02-15;Dengue;RS;PORTO ALEGRE;2
2021-02-15;Dengue;MG;BELO HORIZONTE;4
2021-02-15;Dengue;RJ;RIO DE JANEIRO;2
2021-02-15;Dengue;RJ;NITEROI;1
2021-02-15;Dengue;PR;CURITIBA;5
2021-02-15;Dengue;BA;SALVADOR;2
2021-02-15;Dengue;SP;OSASCO;1
2021-02-16;Dengue;PA;BELEM;1
2021-02-16;Dengue;SP;SAO PAULO;21
2021-02-16;Dengue;DF;BRASILIA;2
2021-02-16;Dengue;RJ;RIO DE JANEIRO;4
2021-02-16;Dengue;MG;SARZEDO;1
2021-02-16;Dengue;RS;PORTO ALEGRE;1
2021-02-16;Dengue;MG;BELO HORIZONTE;4
2021-02-16;Dengue;BA;SALVADOR;3
2021-02-16;Dengue;AM;MANAUS;1
2021-02-16;Dengue;PR;MARINGA;1
2021-02-16;Dengue;PR;CURITIBA;4
2021-02-16;Dengue;SP;MARILIA;1
2021-02-16;Dengue;RJ;NITEROI;1
2021-02-17;Dengue;SP;SAO PAULO;22
2021-02-17;Dengue;MG;BELO HORIZONTE;5
2021-02-17;Dengue;PR;CURITIBA;3
2021-02-17;Dengue;DF;BRASILIA;3
2021-02-17;Dengue;BA;SALVADOR;2
2021-02-17;Dengue;AM;MANAUS;2
2021-02-17;Dengue;RJ;RIO DE JANEIRO;5
2021-02-17;Dengue;PA;ANANINDEUA;1
2021-02-17;Dengue;RS;PORTO ALEGRE;1
2021-02-18;Dengue;SP;SAO PAULO;20
2021-02-18;Dengue;RS;PORTO ALEGRE;2
2021-02-18;Dengue;AM;MANAUS;4
2021-02-18;Dengue;RJ;PIRAI;1
2021-02-18;Dengue;PR;CURITIBA;3
2021-02-18;Dengue;RJ;RIO DE JANEIRO;2
2021-02-18;Dengue;MG;BELO HORIZONTE;5
2021-02-18;Dengue;ES;ARACRUZ;1
2021-02-18;Dengue;RJ;SAO JOAO DA BARRA;1
2021-02-18;Dengue;RJ;MANGARATIBA;1
2021-02-18;Dengue;DF;BRASILIA;1
2021-02-18;Dengue;BA;SALVADOR;4
2021-02-18;Dengue;SP;SERTAOZINHO;1
2021-02-18;Dengue;PR;SAO JOSE DOS PINHAIS;1
2021-02-19;Dengue;SP;SAO PAULO;12
2021-02-19;Dengue;DF;BRASILIA;7
2021-02-19;Dengue;MG;BELO HORIZONTE;8
2021-02-19;Dengue;AM;MANAUS;1
2021-02-19;Dengue;RJ;RIO DE JANEIRO;9
2021-02-19;Dengue;PR;CURITIBA;3
2021-02-19;Dengue;PB;REMIGIO;1
2021-02-19;Dengue;MG;UBERLANDIA;1
2021-02-19;Dengue;MG;SANTA LUZIA;1
2021-02-19;Dengue;PA;BELEM;2
2021-02-19;Dengue;BA;SALVADOR;2
2021-02-19;Dengue;RJ;BARRA MANSA;1
2021-02-20;Dengue;DF;BRASILIA;2
2021-02-20;Dengue;RJ;RIO DE JANEIRO;5
2021-02-20;Dengue;SP;PRAIA GRANDE;1
2021-02-20;Dengue;PA;BELEM;2
2021-02-20;Dengue;MG;BELO HORIZONTE;1
2021-02-20;Dengue;MG;MATEUS LEME;1
2021-02-20;Dengue;SP;SAO PAULO;11
2021-02-20;Dengue;PR;CURITIBA;5
2021-02-20;Dengue;PR;MARINGA;2
2021-02-20;Dengue;RS;IJUI;1
2021-02-20;Dengue;AM;MANAUS;3
2021-02-20;Dengue;BA;SALVADOR;2
2021-02-20;Dengue;MG;SARZEDO;2
2021-02-21;Dengue;SP;SAO PAULO;18
2021-02-21;Dengue;MG;BELO HORIZONTE;5
2021-02-21;Dengue;RJ;RIO DE JANEIRO;6
2021-02-21;Dengue;DF;BRASILIA;4
2021-02-21;Dengue;RS;SERAFINA CORREA;1
2021-02-21;Dengue;MG;PASSOS;1
2021-02-21;Dengue;AM;MANAUS;1
2021-02-21;Dengue;RS;PORTO ALEGRE;1
2021-02-21;Dengue;PR;CURITIBA;1
2021-02-21;Dengue;PA;BELEM;5
2021-02-21;Dengue;MG;RIO ACIMA;1
2021-02-21;Dengue;SP;ITAQUAQUECETUBA;1
2021-02-21;Dengue;PR;MARINGA;1
2021-02-22;Dengue;PR;CURITIBA;2
2021-02-22;Dengue;MG;BELO HORIZONTE;6
2021-02-22;Dengue;DF;BRASILIA;3
2021-02-22;Dengue;SP;SAO PAULO;17
2021-02-22;Dengue;BA;SALVADOR;1
2021-02-22;Dengue;MG;SANTA LUZIA;1
2021-02-22;Dengue;AM;MANAUS;4
2021-02-22;Dengue;RJ;RIO DE JANEIRO;3
2021-02-22;Dengue;PA;BELEM;1
2021-02-22;Dengue;RJ;NITEROI;1
2021-02-22;Dengue;RS;PORTO ALEGRE;2
2021-02-23;Dengue;SP;SANTO ANDRE;1
2021-02-23;Dengue;SP;SAO PAULO;19
2021-02-23;Dengue;SP;OSASCO;3
2021-02-23;Dengue;SP;RIBEIRAO PRETO;1
2021-02-23;Dengue;DF;BRASILIA;5
2021-02-23;Dengue;MG;TEOFILO OTONI;1
2021-02-23;Dengue;PA;BELEM;3
2021-02-23;Dengue;MG;BELO HORIZONTE;3
2021-02-23;Dengue;AM;MANAUS;1
2021-02-23;Dengue;RS;PORTO ALEGRE;2
2021-02-23;Dengue;MG;SARZEDO;1
2021-02-23;Dengue;PR;PIRAQUARA;1
2021-02-23;Dengue;RJ;BARRA DO PIRAI;1
