"access_date";"content_main_theme";"access_state";"access_city";"count"
2021-07-18;Dengue;PR;CURITIBA;1
2021-07-18;Dengue;DF;BRASILIA;1
2021-07-18;Dengue;MG;UBERLANDIA;1
2021-07-19;Dengue;SP;SAO PAULO;6
2021-07-19;Dengue;AM;MANAUS;4
2021-07-19;Dengue;MG;BELO HORIZONTE;7
2021-07-19;Dengue;SP;OSASCO;2
2021-07-19;Dengue;PB;LAGOA SECA;1
2021-07-19;Dengue;PR;CURITIBA;1
2021-07-19;Dengue;RJ;RIO DE JANEIRO;9
2021-07-19;Dengue;RS;PORTO ALEGRE;2
2021-07-19;Dengue;DF;BRASILIA;5
2021-07-19;Dengue;PR;FAZENDA RIO GRANDE;1
2021-07-19;Dengue;BA;SALVADOR;6
2021-07-19;Dengue;CE;LIMOEIRO DO NORTE;1
2021-07-19;Dengue;SP;CARAPICUIBA;1
2021-07-20;Dengue;PR;CURITIBA;3
2021-07-20;Dengue;SP;SAO PAULO;12
2021-07-20;Dengue;PB;ALAGOA NOVA;1
2021-07-20;Dengue;SP;SAO BERNARDO DO CAMPO;1
2021-07-20;Dengue;CE;JAGUARIBE;1
2021-07-20;Dengue;MG;BELO HORIZONTE;4
2021-07-20;Dengue;RJ;DUQUE DE CAXIAS;3
2021-07-20;Dengue;MG;SANTA LUZIA;1
2021-07-20;Dengue;AM;MANAUS;3
2021-07-20;Dengue;RJ;RIO DE JANEIRO;3
2021-07-20;Dengue;DF;BRASILIA;4
2021-07-20;Dengue;PA;BELEM;2
2021-07-20;Dengue;BA;SALVADOR;2
2021-07-20;Dengue;PB;SANTA LUZIA;1
2021-07-20;Dengue;RS;PORTO ALEGRE;1
2021-07-21;Dengue;SP;SAO BERNARDO DO CAMPO;1
2021-07-21;Dengue;RJ;RIO DE JANEIRO;9
2021-07-21;Dengue;SP;SAO PAULO;4
2021-07-21;Dengue;BA;SALVADOR;9
2021-07-21;Dengue;PR;CURITIBA;1
2021-07-21;Dengue;MG;ARAGUARI;1
2021-07-21;Dengue;AM;MANAUS;2
2021-07-21;Dengue;MG;UBERLANDIA;1
2021-07-21;Dengue;MG;BELO HORIZONTE;3
2021-07-21;Dengue;SC;SAO MIGUEL DO OESTE;2
2021-07-21;Dengue;RS;PORTO ALEGRE;5
2021-07-21;Dengue;DF;BRASILIA;3
2021-07-21;Dengue;MG;CONTAGEM;1
2021-07-21;Dengue;SP;SUZANO;3
2021-07-21;Dengue;RJ;SAO GONCALO;1
2021-07-22;Dengue;PR;CURITIBA;1
2021-07-22;Dengue;SP;SAO PAULO;10
2021-07-22;Dengue;RJ;DUQUE DE CAXIAS;1
2021-07-22;Dengue;RJ;RIO DE JANEIRO;3
2021-07-22;Dengue;PA;BELEM;1
2021-07-22;Dengue;RS;PORTO ALEGRE;2
2021-07-22;Dengue;AM;MANAUS;4
2021-07-22;Dengue;MG;BELO HORIZONTE;3
2021-07-22;Dengue;BA;SALVADOR;5
2021-07-22;Dengue;RJ;ITABORAI;1
2021-07-22;Dengue;DF;BRASILIA;6
2021-07-22;Dengue;PB;CAMPINA GRANDE;1
2021-07-23;Dengue;PA;BELEM;2
2021-07-23;Dengue;PB;LAGOA SECA;1
2021-07-23;Dengue;AM;MANAUS;8
2021-07-23;Dengue;DF;BRASILIA;7
2021-07-23;Dengue;SP;RIBEIRAO PRETO;1
2021-07-23;Dengue;BA;SALVADOR;5
2021-07-23;Dengue;PR;CURITIBA;3
2021-07-23;Dengue;RS;BAGE;1
2021-07-23;Dengue;RJ;RIO DE JANEIRO;5
2021-07-23;Dengue;RS;ANDRE DA ROCHA;1
2021-07-23;Dengue;MG;BELO HORIZONTE;6
2021-07-23;Dengue;SP;SAO PAULO;10
2021-07-23;Dengue;RS;PORTO ALEGRE;2
2021-07-23;Dengue;SP;SAO BERNARDO DO CAMPO;1
2021-07-24;Dengue;PA;BELEM;3
2021-07-24;Dengue;BA;SALVADOR;8
2021-07-24;Dengue;RJ;RIO DE JANEIRO;1
2021-07-24;Dengue;DF;BRASILIA;7
2021-07-24;Dengue;MG;BELO HORIZONTE;10
2021-07-24;Dengue;MG;UBERLANDIA;1
2021-07-24;Dengue;SP;SAO PAULO;9
2021-07-24;Dengue;RJ;DUQUE DE CAXIAS;2
2021-07-24;Dengue;SP;RIBEIRAO PRETO;1
2021-07-24;Dengue;PR;CURITIBA;3
2021-07-25;Dengue;SP;SAO PAULO;8
2021-07-25;Dengue;DF;BRASILIA;5
2021-07-25;Dengue;PB;CAMPINA GRANDE;1
2021-07-25;Dengue;MG;BELO HORIZONTE;5
2021-07-25;Dengue;RJ;VOLTA REDONDA;1
2021-07-25;Dengue;RJ;RIO DE JANEIRO;14
2021-07-25;Dengue;CE;LIMOEIRO DO NORTE;1
2021-07-25;Dengue;BA;SALVADOR;3
2021-07-25;Dengue;RS;PORTO ALEGRE;1
2021-07-25;Dengue;AM;MANAUS;4
2021-07-26;Dengue;SP;SAO PAULO;18
2021-07-26;Dengue;DF;BRASILIA;4
2021-07-26;Dengue;RS;SARANDI;1
2021-07-26;Dengue;PR;MARINGA;5
2021-07-26;Dengue;PR;CURITIBA;3
2021-07-26;Dengue;SP;RIBEIRAO PRETO;2
2021-07-26;Dengue;PR;CAMPO LARGO;1
2021-07-26;Dengue;MG;BELO HORIZONTE;6
2021-07-26;Dengue;PB;CAMPINA GRANDE;1
2021-07-26;Dengue;RS;PORTO ALEGRE;1
2021-07-26;Dengue;AM;MANAUS;1
2021-07-26;Dengue;SP;SANTA ROSA DE VITERBO;1
2021-07-26;Dengue;RJ;VOLTA REDONDA;1
2021-07-26;Dengue;RJ;RIO DE JANEIRO;6
2021-07-26;Dengue;BA;SALVADOR;3
2021-07-27;Dengue;MG;BELO HORIZONTE;4
2021-07-27;Dengue;DF;BRASILIA;6
2021-07-27;Dengue;SP;SAO PAULO;10
2021-07-27;Dengue;AM;MANAUS;5
2021-07-27;Dengue;RJ;RIO DE JANEIRO;10
2021-07-27;Dengue;MG;UBERLANDIA;3
2021-07-27;Dengue;MG;CAETE;2
2021-07-27;Dengue;BA;SALVADOR;2
2021-07-27;Dengue;PA;BELEM;1
2021-07-27;Dengue;SP;SANTO ANDRE;2
2021-07-28;Dengue;MG;BELO HORIZONTE;4
2021-07-28;Dengue;DF;BRASILIA;3
2021-07-28;Dengue;SP;SAO PAULO;10
2021-07-28;Dengue;BA;SALVADOR;4
2021-07-28;Dengue;PB;CAMPINA GRANDE;1
2021-07-28;Dengue;AM;MANAUS;3
2021-07-28;Dengue;RJ;RIO DE JANEIRO;7
2021-07-28;Dengue;RS;PORTO ALEGRE;1
2021-07-29;Dengue;RJ;RIO DE JANEIRO;7
2021-07-29;Dengue;BA;SALVADOR;8
2021-07-29;Dengue;SP;SAO PAULO;10
2021-07-29;Dengue;MG;CARATINGA;1
2021-07-29;Dengue;MG;BELO HORIZONTE;6
2021-07-29;Dengue;RJ;CAMPOS DOS GOYTACAZES;1
2021-07-29;Dengue;AM;MANAUS;4
2021-07-29;Dengue;RS;PORTO ALEGRE;1
2021-07-29;Dengue;PR;CURITIBA;1
2021-07-29;Dengue;DF;BRASILIA;3
2021-07-29;Dengue;SP;SANTO ANDRE;1
2021-07-30;Dengue;DF;BRASILIA;7
2021-07-30;Dengue;AM;MANAUS;3
2021-07-30;Dengue;PE;GOIANA;1
2021-07-30;Dengue;SP;SAO PAULO;9
2021-07-30;Dengue;MG;BELO HORIZONTE;4
2021-07-30;Dengue;PA;BELEM;1
2021-07-30;Dengue;BA;SALVADOR;3
2021-07-30;Dengue;MG;UBERLANDIA;1
2021-07-30;Dengue;RJ;RIO DE JANEIRO;2
2021-07-30;Dengue;CE;LIMOEIRO DO NORTE;1
2021-07-31;Dengue;MG;BELO HORIZONTE;1
2021-07-31;Dengue;SP;SAO PAULO;11
2021-07-31;Dengue;PB;CAMPINA GRANDE;1
2021-07-31;Dengue;PA;BELEM;1
2021-07-31;Dengue;DF;BRASILIA;3
2021-07-31;Dengue;RJ;RIO DE JANEIRO;6
2021-07-31;Dengue;PR;CURITIBA;1
2021-07-31;Dengue;BA;SALVADOR;4
2021-07-31;Dengue;BA;MATA DE SAO JOAO;1
2021-07-31;Dengue;AM;MANAUS;1
2021-08-01;Dengue;BA;SALVADOR;3
2021-08-01;Dengue;MG;MARIO CAMPOS;1
2021-08-01;Dengue;PA;BELEM;6
2021-08-01;Dengue;AM;MANAUS;1
2021-08-01;Dengue;DF;BRASILIA;4
2021-08-01;Dengue;MG;BELO HORIZONTE;1
2021-08-01;Dengue;ES;LINHARES;1
2021-08-01;Dengue;SP;SAO PAULO;5
2021-08-01;Dengue;PR;CURITIBA;1
2021-08-01;Dengue;SP;MOGI DAS CRUZES;2
2021-08-01;Dengue;RJ;RIO DE JANEIRO;3
2021-08-02;Dengue;BA;SALVADOR;2
2021-08-02;Dengue;RS;PORTO ALEGRE;1
2021-08-02;Dengue;DF;BRASILIA;1
2021-08-02;Dengue;PA;BELEM;13
2021-08-02;Dengue;PR;CURITIBA;1
2021-08-02;Dengue;SP;SAO PAULO;11
2021-08-02;Dengue;MG;NOVA LIMA;1
2021-08-02;Dengue;RJ;RIO DE JANEIRO;4
2021-08-03;Dengue;SP;SAO PAULO;6
2021-08-03;Dengue;BA;SALVADOR;8
2021-08-03;Dengue;MG;BELO HORIZONTE;4
2021-08-03;Dengue;RJ;RIO DE JANEIRO;4
2021-08-03;Dengue;RS;PORTO ALEGRE;3
2021-08-03;Dengue;AM;MANAUS;2
2021-08-03;Dengue;DF;BRASILIA;5
2021-08-03;Dengue;PR;CURITIBA;2
2021-08-04;Dengue;RS;PORTO ALEGRE;3
2021-08-04;Dengue;AM;MANAUS;6
2021-08-04;Dengue;RR;BOA VISTA;1
2021-08-04;Dengue;DF;BRASILIA;2
2021-08-04;Dengue;MG;CONQUISTA;1
2021-08-04;Dengue;BA;SALVADOR;2
2021-08-04;Dengue;SP;SANTO ANDRE;1
2021-08-04;Dengue;MG;TEOFILO OTONI;1
2021-08-04;Dengue;SP;SAO PAULO;10
2021-08-04;Dengue;MG;BELO HORIZONTE;2
2021-08-04;Dengue;RJ;RIO DE JANEIRO;4
2021-08-04;Dengue;CE;JAGUARIBE;1
2021-08-05;Dengue;SP;SAO PAULO;10
2021-08-05;Dengue;PR;CURITIBA;3
2021-08-05;Dengue;PE;GOIANA;1
2021-08-05;Dengue;MG;BELO HORIZONTE;4
2021-08-05;Dengue;AM;MANAUS;2
2021-08-05;Dengue;RS;PORTO ALEGRE;4
2021-08-05;Dengue;BA;SALVADOR;2
2021-08-05;Dengue;RJ;RIO DE JANEIRO;3
2021-08-05;Dengue;DF;BRASILIA;1
2021-08-05;Dengue;SP;SANTO ANDRE;1
2021-08-06;Dengue;MG;BELO HORIZONTE;4
2021-08-06;Dengue;RS;PORTO ALEGRE;1
2021-08-06;Dengue;PR;CURITIBA;7
2021-08-06;Dengue;SP;PRADOPOLIS;1
2021-08-06;Dengue;RJ;RIO DE JANEIRO;7
2021-08-06;Dengue;SP;SAO BERNARDO DO CAMPO;2
2021-08-06;Dengue;SP;SAO PAULO;3
2021-08-06;Dengue;BA;SALVADOR;7
2021-08-06;Dengue;SP;SANTO ANDRE;1
2021-08-06;Dengue;PA;BELEM;2
2021-08-06;Dengue;MG;CAETE;2
2021-08-07;Dengue;BA;SALVADOR;4
2021-08-07;Dengue;PA;BELEM;1
2021-08-07;Dengue;PR;CURITIBA;2
2021-08-07;Dengue;DF;BRASILIA;2
2021-08-07;Dengue;SP;SAO PAULO;4
2021-08-07;Dengue;RJ;RIO DE JANEIRO;1
2021-08-07;Dengue;RS;PORTO ALEGRE;1
2021-08-08;Dengue;BA;SALVADOR;2
2021-08-08;Dengue;PR;CURITIBA;2
2021-08-08;Dengue;AM;MANAUS;3
2021-08-08;Dengue;DF;BRASILIA;3
2021-08-08;Dengue;RJ;NITEROI;1
2021-08-08;Dengue;RJ;RIO DE JANEIRO;6
2021-08-08;Dengue;SP;SAO PAULO;9
2021-08-08;Dengue;MG;BELO HORIZONTE;6
2021-08-08;Dengue;RS;GARIBALDI;2
2021-08-08;Dengue;RS;PORTO ALEGRE;2
2021-08-08;Dengue;PA;BELEM;1
2021-08-09;Dengue;RJ;RIO DE JANEIRO;4
2021-08-09;Dengue;RS;PORTO ALEGRE;5
2021-08-09;Dengue;SP;MOGI DAS CRUZES;1
2021-08-09;Dengue;MG;BELO HORIZONTE;5
2021-08-09;Dengue;SP;SAO PAULO;16
2021-08-09;Dengue;PR;CURITIBA;4
2021-08-09;Dengue;RJ;MARICA;1
2021-08-09;Dengue;DF;BRASILIA;2
2021-08-09;Dengue;RJ;NITEROI;1
2021-08-09;Dengue;AM;MANAUS;2
2021-08-09;Dengue;BA;SALVADOR;3
2021-08-09;Dengue;PE;FLORESTA;1
2021-08-10;Dengue;BA;SALVADOR;7
2021-08-10;Dengue;DF;BRASILIA;5
2021-08-10;Dengue;PR;CURITIBA;4
2021-08-10;Dengue;AM;MANAUS;2
2021-08-10;Dengue;MG;JUATUBA;1
2021-08-10;Dengue;RS;PORTO ALEGRE;1
2021-08-10;Dengue;RJ;RIO DE JANEIRO;4
2021-08-10;Dengue;SP;SAO PAULO;11
2021-08-10;Dengue;RJ;NITEROI;1
2021-08-10;Dengue;MG;BELO HORIZONTE;1
2021-08-10;Dengue;MG;JUIZ DE FORA;1
2021-08-10;Dengue;PB;AROEIRAS;1
2021-08-11;Dengue;BA;SALVADOR;10
2021-08-11;Dengue;PA;BELEM;3
2021-08-11;Dengue;SP;SUZANO;2
2021-08-11;Dengue;MG;UBERLANDIA;1
2021-08-11;Dengue;PR;CURITIBA;1
2021-08-11;Dengue;AM;MANAUS;1
2021-08-11;Dengue;RJ;RIO DE JANEIRO;5
2021-08-11;Dengue;SP;SAO PAULO;9
2021-08-11;Dengue;RS;PORTO ALEGRE;2
2021-08-11;Dengue;DF;BRASILIA;2
2021-08-11;Dengue;MG;BELO HORIZONTE;3
2021-08-12;Dengue;MG;BELO HORIZONTE;5
2021-08-12;Dengue;BA;SALVADOR;1
2021-08-12;Dengue;MG;UBERLANDIA;5
2021-08-12;Dengue;PA;BELEM;2
2021-08-12;Dengue;RS;PORTO ALEGRE;1
2021-08-12;Dengue;AM;MANAUS;6
2021-08-12;Dengue;SP;SAO PAULO;12
2021-08-12;Dengue;PR;ARAUCARIA;1
2021-08-12;Dengue;RJ;RIO DE JANEIRO;3
2021-08-12;Dengue;DF;BRASILIA;5
2021-08-13;Dengue;MG;BELO HORIZONTE;7
2021-08-13;Dengue;DF;BRASILIA;4
2021-08-13;Dengue;SP;SAO PAULO;8
2021-08-13;Dengue;BA;SALVADOR;8
2021-08-13;Dengue;RJ;RIO DE JANEIRO;2
2021-08-13;Dengue;PR;CURITIBA;1
2021-08-13;Dengue;CE;LIMOEIRO DO NORTE;1
2021-08-13;Dengue;RS;PORTO ALEGRE;1
2021-08-14;Dengue;SP;SAO PAULO;6
2021-08-14;Dengue;RJ;RIO DE JANEIRO;1
2021-08-14;Dengue;PB;QUEIMADAS;1
2021-08-14;Dengue;RS;PORTO ALEGRE;1
2021-08-14;Dengue;PR;CURITIBA;2
2021-08-14;Dengue;DF;BRASILIA;3
2021-08-14;Dengue;MG;BELO HORIZONTE;1
2021-08-14;Dengue;SP;RIO GRANDE DA SERRA;2
2021-08-14;Dengue;PB;CAMPINA GRANDE;1
2021-08-14;Dengue;BA;SALVADOR;6
2021-08-14;Dengue;PA;BELEM;1
2021-08-15;Dengue;RJ;RIO DE JANEIRO;1
2021-08-15;Dengue;ES;LINHARES;1
2021-08-15;Dengue;PA;BELEM;2
2021-08-15;Dengue;SP;SAO PAULO;4
2021-08-15;Dengue;RJ;MARICA;1
2021-08-15;Dengue;RR;BOA VISTA;1
2021-08-15;Dengue;MG;BELO HORIZONTE;7
2021-08-16;Dengue;PR;CURITIBA;1
2021-08-16;Dengue;PB;CAMPINA GRANDE;1
2021-08-16;Dengue;AM;MANAUS;4
2021-08-16;Dengue;SP;SAO PAULO;8
2021-08-16;Dengue;PA;BELEM;1
2021-08-16;Dengue;RJ;RIO DE JANEIRO;5
2021-08-16;Dengue;PA;ANANINDEUA;1
2021-08-16;Dengue;MG;BELO HORIZONTE;4
2021-08-16;Dengue;RS;SANTA CRUZ DO SUL;1
2021-08-16;Dengue;RS;PORTO ALEGRE;1
2021-08-16;Dengue;BA;SALVADOR;9
2021-08-16;Dengue;SP;GUARULHOS;1
2021-08-16;Dengue;BA;LAURO DE FREITAS;1
2021-08-16;Dengue;DF;BRASILIA;8
2021-08-16;Dengue;PR;MARINGA;2
2021-08-16;Dengue;SP;OSASCO;1
2021-08-17;Dengue;MG;BELO HORIZONTE;5
2021-08-17;Dengue;PR;CURITIBA;2
2021-08-17;Dengue;PB;CAMPINA GRANDE;1
2021-08-17;Dengue;ES;SANTA MARIA DE JETIBA;2
2021-08-17;Dengue;SP;SAO PAULO;15
2021-08-17;Dengue;DF;BRASILIA;7
2021-08-17;Dengue;RJ;RIO DE JANEIRO;6
2021-08-17;Dengue;BA;SALVADOR;6
2021-08-17;Dengue;MA;SANTA LUZIA;1
2021-08-17;Dengue;AM;MANAUS;2
2021-08-17;Dengue;RS;PORTO ALEGRE;1
2021-08-17;Dengue;MG;UBERLANDIA;1
2021-08-18;Dengue;RS;PORTO ALEGRE;4
2021-08-18;Dengue;MG;UBERLANDIA;3
2021-08-18;Dengue;SP;SAO PAULO;9
2021-08-18;Dengue;BA;SALVADOR;5
2021-08-18;Dengue;PA;VIGIA;1
2021-08-18;Dengue;DF;BRASILIA;4
2021-08-18;Dengue;RJ;RIO DE JANEIRO;3
2021-08-18;Dengue;PR;CURITIBA;2
2021-08-18;Dengue;MG;BELO HORIZONTE;1
2021-08-18;Dengue;AM;MANAUS;1
2021-08-18;Dengue;PA;BELEM;1
2021-08-18;Dengue;PA;ANANINDEUA;1
2021-08-19;Dengue;SP;SAO PAULO;15
2021-08-19;Dengue;RJ;RIO DE JANEIRO;3
2021-08-19;Dengue;AM;MANAUS;1
2021-08-19;Dengue;MG;BELO HORIZONTE;2
2021-08-19;Dengue;BA;SALVADOR;2
2021-08-19;Dengue;CE;MORADA NOVA;1
2021-08-19;Dengue;MG;UBERLANDIA;3
2021-08-19;Dengue;DF;BRASILIA;2
2021-08-19;Dengue;PA;BELEM;2
2021-08-19;Dengue;PR;MARINGA;1
2021-08-20;Dengue;BA;LAURO DE FREITAS;1
2021-08-20;Dengue;DF;BRASILIA;5
2021-08-20;Dengue;PR;CURITIBA;6
2021-08-20;Dengue;SP;BARUERI;1
2021-08-20;Dengue;SP;SAO PAULO;9
2021-08-20;Dengue;MG;BELO HORIZONTE;3
2021-08-20;Dengue;RR;BOA VISTA;1
2021-08-20;Dengue;RJ;RIO DE JANEIRO;6
2021-08-20;Dengue;BA;MADRE DE DEUS;2
2021-08-21;Dengue;DF;BRASILIA;5
2021-08-21;Dengue;RJ;NITEROI;1
2021-08-21;Dengue;RJ;RIO DE JANEIRO;7
2021-08-21;Dengue;SP;SAO CAETANO DO SUL;2
2021-08-21;Dengue;PR;CURITIBA;2
2021-08-21;Dengue;BA;SALVADOR;2
2021-08-21;Dengue;SP;SAO PAULO;7
2021-08-21;Dengue;PA;BELEM;3
2021-08-22;Dengue;BA;SALVADOR;2
2021-08-22;Dengue;SP;SAO PAULO;5
2021-08-22;Dengue;PA;BELEM;1
2021-08-22;Dengue;RJ;RIO DE JANEIRO;1
2021-08-22;Dengue;AM;MANAUS;3
2021-08-22;Dengue;MG;BELO HORIZONTE;2
2021-08-22;Dengue;DF;BRASILIA;4
2021-08-22;Dengue;PB;CAMPINA GRANDE;1
2021-08-22;Dengue;RS;PORTO ALEGRE;2
2021-08-22;Dengue;RJ;NITEROI;1
2021-08-23;Dengue;SP;SAO PAULO;11
2021-08-23;Dengue;PA;BELEM;3
2021-08-23;Dengue;RS;PORTO ALEGRE;3
2021-08-23;Dengue;PR;CURITIBA;3
2021-08-23;Dengue;BA;SALVADOR;8
2021-08-23;Dengue;DF;BRASILIA;3
2021-08-23;Dengue;RJ;RIO DE JANEIRO;3
2021-08-23;Dengue;MG;UBERLANDIA;1
2021-08-23;Dengue;MG;BELO HORIZONTE;8
2021-08-23;Dengue;AM;MANAUS;2
2021-08-23;Dengue;MG;JUIZ DE FORA;1
2021-08-23;Dengue;SP;RIBEIRAO PRETO;4
2021-08-23;Dengue;SP;SANTANA DE PARNAIBA;2
2021-08-23;Dengue;SP;BARRA BONITA;1
2021-08-23;Dengue;RJ;NITEROI;1
2021-08-24;Dengue;AM;MANAUS;4
2021-08-24;Dengue;BA;SALVADOR;3
2021-08-24;Dengue;DF;BRASILIA;5
2021-08-24;Dengue;RS;PORTO ALEGRE;1
2021-08-24;Dengue;MG;BELO HORIZONTE;4
2021-08-24;Dengue;PR;CURITIBA;3
2021-08-24;Dengue;CE;JAGUARIBE;2
2021-08-24;Dengue;SP;SANTO ANDRE;1
2021-08-24;Dengue;SP;SAO PAULO;10
2021-08-24;Dengue;MG;UBERLANDIA;1
2021-08-24;Dengue;ES;LINHARES;1
2021-08-25;Dengue;MG;BELO HORIZONTE;3
2021-08-25;Dengue;AM;MANAUS;2
2021-08-25;Dengue;SP;SAO PAULO;9
2021-08-25;Dengue;PA;BELEM;4
2021-08-25;Dengue;RJ;RIO DE JANEIRO;3
2021-08-25;Dengue;BA;SALVADOR;2
2021-08-25;Dengue;PR;SARANDI;1
2021-08-25;Dengue;SC;ITAPIRANGA;1
2021-08-25;Dengue;MG;BETIM;1
2021-08-25;Dengue;PR;CURITIBA;1
2021-08-25;Dengue;RS;PORTO ALEGRE;1
2021-08-25;Dengue;SP;CAIEIRAS;1
2021-08-25;Dengue;PR;FAZENDA RIO GRANDE;1
2021-08-25;Dengue;RS;SANTO ANTONIO DA PATRULHA;1
2021-08-26;Dengue;RS;PORTO ALEGRE;4
2021-08-26;Dengue;PR;MARINGA;1
2021-08-26;Dengue;BA;SALVADOR;5
2021-08-26;Dengue;MG;JUIZ DE FORA;3
2021-08-26;Dengue;MG;JUATUBA;1
2021-08-26;Dengue;MG;BELO HORIZONTE;5
2021-08-26;Dengue;SP;SAO PAULO;17
2021-08-26;Dengue;AM;MANAUS;3
2021-08-26;Dengue;PR;CURITIBA;3
2021-08-26;Dengue;DF;BRASILIA;3
2021-08-27;Dengue;MG;BELO HORIZONTE;2
2021-08-27;Dengue;PR;ARAUCARIA;2
2021-08-27;Dengue;SP;SAO PAULO;15
2021-08-27;Dengue;AM;MANAUS;4
2021-08-27;Dengue;BA;SALVADOR;5
2021-08-27;Dengue;RJ;RIO DE JANEIRO;6
2021-08-27;Dengue;DF;BRASILIA;3
2021-08-28;Dengue;DF;BRASILIA;5
2021-08-28;Dengue;RS;PORTO ALEGRE;1
2021-08-28;Dengue;BA;SALVADOR;1
2021-08-28;Dengue;SP;SAO PAULO;7
2021-08-28;Dengue;RS;SANTA MARIA;1
2021-08-28;Dengue;RJ;RIO DE JANEIRO;1
2021-08-28;Dengue;AM;MANAUS;1
2021-08-28;Dengue;MG;BELO HORIZONTE;1
2021-08-29;Dengue;MG;CONTAGEM;1
2021-08-29;Dengue;RJ;RIO DE JANEIRO;3
2021-08-29;Dengue;AM;MANAUS;2
2021-08-29;Dengue;SP;SAO PAULO;3
2021-08-29;Dengue;BA;SALVADOR;1
2021-08-29;Dengue;PB;CAMPINA GRANDE;1
2021-08-29;Dengue;DF;BRASILIA;4
2021-08-29;Dengue;MG;BELO HORIZONTE;2
2021-08-30;Dengue;BA;SALVADOR;10
2021-08-30;Dengue;PR;MARINGA;2
2021-08-30;Dengue;DF;BRASILIA;6
2021-08-30;Dengue;RS;PANAMBI;1
2021-08-30;Dengue;MG;UBERABA;1
2021-08-30;Dengue;PB;CAMPINA GRANDE;1
2021-08-30;Dengue;SP;SAO PAULO;11
2021-08-30;Dengue;RJ;NITEROI;1
2021-08-30;Dengue;RJ;RIO DE JANEIRO;7
2021-08-30;Dengue;MG;BELO HORIZONTE;1
2021-08-30;Dengue;RS;PORTO ALEGRE;5
2021-08-30;Dengue;PR;CURITIBA;4
2021-08-30;Dengue;MG;SANTA LUZIA;1
2021-08-30;Dengue;SP;GUARULHOS;1
2021-08-31;Dengue;PR;CURITIBA;1
2021-08-31;Dengue;SP;SAO PAULO;18
2021-08-31;Dengue;PR;MARINGA;2
2021-08-31;Dengue;RJ;RIO DE JANEIRO;3
2021-08-31;Dengue;AM;MANAUS;5
2021-08-31;Dengue;MG;BELO HORIZONTE;5
2021-08-31;Dengue;BA;SALVADOR;1
2021-08-31;Dengue;SP;RIO CLARO;1
2021-08-31;Dengue;DF;BRASILIA;2
2021-08-31;Dengue;SP;PRAIA GRANDE;1
2021-08-31;Dengue;PA;BELEM;2
2021-08-31;Dengue;PR;ARAUCARIA;1
2021-08-31;Dengue;RS;PORTO ALEGRE;2
2021-08-31;Dengue;MG;JUIZ DE FORA;1
2021-09-01;Dengue;SP;SAO PAULO;14
2021-09-01;Dengue;CE;JAGUARIBE;2
2021-09-01;Dengue;RS;SAO JOAO DO POLESINE;3
2021-09-01;Dengue;MG;BELO HORIZONTE;2
2021-09-01;Dengue;MG;NOVA LIMA;1
2021-09-01;Dengue;AM;MANAUS;2
2021-09-01;Dengue;ES;VENDA NOVA DO IMIGRANTE;1
2021-09-01;Dengue;PB;CAMPINA GRANDE;1
2021-09-01;Dengue;RJ;NILOPOLIS;1
2021-09-01;Dengue;RJ;RIO DE JANEIRO;5
2021-09-01;Dengue;BA;SALVADOR;9
2021-09-01;Dengue;MG;UBERLANDIA;1
2021-09-01;Dengue;PR;CURITIBA;1
2021-09-02;Dengue;MG;BELO HORIZONTE;2
2021-09-02;Dengue;RS;PORTO ALEGRE;5
2021-09-02;Dengue;PR;ARAUCARIA;1
2021-09-02;Dengue;SP;SAO PAULO;3
2021-09-02;Dengue;AM;MANAUS;2
2021-09-02;Dengue;PA;BELEM;3
2021-09-02;Dengue;DF;BRASILIA;3
2021-09-02;Dengue;RJ;RIO DE JANEIRO;5
2021-09-02;Dengue;SP;MOGI DAS CRUZES;1
2021-09-02;Dengue;PR;CURITIBA;6
2021-09-02;Dengue;PR;MARINGA;1
2021-09-02;Dengue;BA;SALVADOR;3
2021-09-03;Dengue;RJ;RIO DE JANEIRO;1
2021-09-03;Dengue;DF;BRASILIA;1
2021-09-03;Dengue;RS;PORTO ALEGRE;1
2021-09-03;Dengue;PR;COLOMBO;1
2021-09-03;Dengue;SP;SAO PAULO;2
2021-09-03;Dengue;AM;MANAUS;1
2021-09-03;Dengue;BA;SALVADOR;2
2021-09-03;Dengue;MG;BELO HORIZONTE;6
2021-09-03;Dengue;PA;BELEM;1
2021-09-04;Dengue;PA;BELEM;1
2021-09-04;Dengue;SP;SAO PAULO;1
2021-09-05;Dengue;BA;SALVADOR;1
2021-09-05;Dengue;AM;MANAUS;1
2021-09-05;Dengue;SP;SAO PAULO;1
2021-09-06;Dengue;SP;SAO PAULO;9
2021-09-06;Dengue;RS;PORTO ALEGRE;2
2021-09-06;Dengue;MG;BELO HORIZONTE;2
2021-09-06;Dengue;DF;BRASILIA;4
2021-09-06;Dengue;RJ;RIO DE JANEIRO;3
2021-09-06;Dengue;RJ;DUQUE DE CAXIAS;1
2021-09-06;Dengue;AM;MANAUS;1
2021-09-06;Dengue;SP;OSASCO;1
2021-09-06;Dengue;ES;VENDA NOVA DO IMIGRANTE;2
2021-09-06;Dengue;RJ;NITEROI;2
2021-09-06;Dengue;PA;BELEM;2
2021-09-06;Dengue;BA;SALVADOR;1
2021-09-06;Dengue;PR;CURITIBA;1
2021-09-07;Dengue;RJ;RIO DE JANEIRO;5
2021-09-07;Dengue;BA;SALVADOR;1
2021-09-07;Dengue;SP;SAO PAULO;3
