year;access_date_week;IGR;access_count;year_access;count_physician;rate_access_per_physician
2021;2021-46;Bento Gonçalves;0;2021;545;0.0
2021;2021-46;Boa Vista;0;2021;89;0.0
2021;2021-46;Bragança Paulista;0;2021;24;0.0
2021;2021-46;Brumado;0;2021;246;0.0
2021;2021-46;Camacan;0;2021;2;0.0
2021;2021-46;Campina Grande;1;2021;2373;4.214075010535188
2021;2021-46;Campo Belo;0;2021;35;0.0
2021;2021-46;Campos dos Goytacazes;2;2021;1009;19.821605550049554
2021;2021-46;Caratinga;0;2021;716;0.0
2021;2021-46;Carazinho;0;2021;48;0.0
2021;2021-46;Cascavel;0;2021;36;0.0
2021;2021-46;Catalão;0;2021;250;0.0
2021;2021-46;Catanduva;0;2021;13;0.0
2021;2021-46;Caxias do Sul;2;2021;3731;5.3604931653712145
2021;2021-46;Conceição do Coité;0;2021;33;0.0
2021;2021-46;Cruz Alta;0;2021;226;0.0
2021;2021-46;Curitiba;23;2021;16261;14.144271570014144
2021;2021-46;Curitibanos;0;2021;10;0.0
2021;2021-46;Distrito Federal;58;2021;11128;52.120776419841846
2021;2021-46;Eunápolis - Porto Seguro;0;2021;17;0.0
2021;2021-46;Frederico Westphalen;2;2021;238;84.03361344537815
2021;2021-46;Goiana ¿ Timbaúba;0;2021;730;0.0
2021;2021-46;Guarabira;0;2021;22;0.0
2021;2021-46;Guarapuava;0;2021;11;0.0
2021;2021-46;Gurupi;0;2021;32;0.0
2021;2021-46;Ijuí;1;2021;472;21.1864406779661
2021;2021-46;Imperatriz;0;2021;10;0.0
2021;2021-46;Itacoatiara;0;2021;14;0.0
2021;2021-46;Jaú;0;2021;172;0.0
2021;2021-46;Ji-Paraná;0;2021;16;0.0
2021;2021-46;Joaçaba - Herval d'Oeste;0;2021;659;0.0
2021;2021-46;Joinville;0;2021;33;0.0
2021;2021-46;Juiz de Fora;1;2021;2594;3.8550501156515034
2021;2021-46;Linhares;2;2021;733;27.285129604365622
2021;2021-46;Maceió;0;2021;46;0.0
2021;2021-46;Manaus;14;2021;3961;35.344609946983084
2021;2021-46;Mantena;0;2021;118;0.0
2021;2021-46;Maringá;2;2021;2708;7.385524372230429
2021;2021-46;Marília;0;2021;1054;0.0
2021;2021-46;Monteiro;0;2021;5;0.0
2021;2021-46;Mossoró;0;2021;35;0.0
2021;2021-46;Natal;0;2021;34;0.0
2021;2021-46;Nazaré ¿ Maragogipe;0;2021;23;0.0
2021;2021-46;Nova Prata - Guaporé;2;2021;387;51.679586563307495
2021;2021-46;Oliveira;0;2021;431;0.0
2021;2021-46;Passo Fundo;0;2021;1722;0.0
2021;2021-46;Passos;0;2021;455;0.0
2021;2021-46;Patos;0;2021;27;0.0
2021;2021-46;Pinheiro;0;2021;189;0.0
2021;2021-46;Pirapora;0;2021;153;0.0
2021;2021-46;Piumhi;0;2021;36;0.0
2021;2021-46;Ponte Nova;0;2021;12;0.0
2021;2021-46;Porto Alegre;6;2021;15348;3.9093041438623923
2021;2021-46;Princesa Isabel;0;2021;12;0.0
2021;2021-46;Quirinópolis;0;2021;65;0.0
2021;2021-46;Resende;0;2021;509;0.0
2021;2021-46;Ribeirão Preto;6;2021;6135;9.779951100244498
2021;2021-46;Rio Claro;0;2021;189;0.0
2021;2021-46;Rio de Janeiro;56;2021;40419;13.854870234295753
2021;2021-46;Russas - Limoeiro do Norte;0;2021;1039;0.0
2021;2021-46;Salvador;31;2021;12015;25.80108198085726
2021;2021-46;Santa Cruz do Sul;1;2021;1042;9.596928982725528
2021;2021-46;Santa Inês;0;2021;44;0.0
2021;2021-46;Santa Maria;5;2021;1110;45.04504504504504
2021;2021-46;Santa Maria da Vitoria;0;2021;13;0.0
2021;2021-46;Santana do Livramento;0;2021;89;0.0
2021;2021-46;Santos;0;2021;1071;0.0
2021;2021-46;Serra Talhada;0;2021;94;0.0
2021;2021-46;Soledade;0;2021;129;0.0
2021;2021-46;São Miguel do Oeste;0;2021;262;0.0
2021;2021-46;São Paulo;96;2021;73318;13.09364685343299
2021;2021-46;Teófilo Otoni;4;2021;555;72.07207207207207
2021;2021-46;Toledo;0;2021;42;0.0
2021;2021-46;Uberaba;1;2021;1886;5.302226935312832
2021;2021-46;Uberlândia;0;2021;3083;0.0
2021;2021-46;Uruguaiana;0;2021;222;0.0
2021;2021-46;Valença;0;2021;19;0.0
2021;2021-46;Vitória;0;2021;54;0.0
2021;2021-46;Vitória da Conquista;0;2021;14;0.0
2021;2021-46;Volta Redonda - Barra Mansa;0;2021;2694;0.0
2021;2021-47;Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá;0;2021;431;0.0
2021;2021-47;Alegre;0;2021;309;0.0
2021;2021-47;Araranguá;1;2021;502;19.9203187250996
2021;2021-47;Atalaia;0;2021;29;0.0
2021;2021-47;Bagé;0;2021;158;0.0
2021;2021-47;Belo Horizonte;68;2021;32062;21.208907741251327
2021;2021-47;Belém;9;2021;7079;12.713660121486086
2021;2021-47;Bento Gonçalves;1;2021;545;18.34862385321101
2021;2021-47;Boa Vista;0;2021;89;0.0
2021;2021-47;Bragança Paulista;0;2021;24;0.0
2021;2021-47;Brumado;2;2021;246;81.30081300813009
2021;2021-47;Camacan;0;2021;2;0.0
2021;2021-47;Campina Grande;2;2021;2373;8.428150021070376
2021;2021-47;Campo Belo;0;2021;35;0.0
2021;2021-47;Campos dos Goytacazes;0;2021;1009;0.0
2021;2021-47;Caratinga;0;2021;716;0.0
2021;2021-47;Carazinho;0;2021;48;0.0
2021;2021-47;Cascavel;0;2021;36;0.0
2021;2021-47;Catalão;3;2021;250;120.0
2021;2021-47;Catanduva;0;2021;13;0.0
2021;2021-47;Caxias do Sul;0;2021;3731;0.0
2021;2021-47;Conceição do Coité;0;2021;33;0.0
2021;2021-47;Cruz Alta;1;2021;226;44.24778761061947
2021;2021-47;Curitiba;20;2021;16261;12.299366582620996
2021;2021-47;Curitibanos;0;2021;10;0.0
2021;2021-47;Distrito Federal;45;2021;11128;40.438533429187636
2021;2021-47;Eunápolis - Porto Seguro;0;2021;17;0.0
2021;2021-47;Frederico Westphalen;0;2021;238;0.0
2021;2021-47;Goiana ¿ Timbaúba;0;2021;730;0.0
2021;2021-47;Guarabira;0;2021;22;0.0
2021;2021-47;Guarapuava;0;2021;11;0.0
2021;2021-47;Gurupi;0;2021;32;0.0
2021;2021-47;Ijuí;0;2021;472;0.0
2021;2021-47;Imperatriz;0;2021;10;0.0
2021;2021-47;Itacoatiara;0;2021;14;0.0
2021;2021-47;Jaú;0;2021;172;0.0
2021;2021-47;Ji-Paraná;0;2021;16;0.0
2021;2021-47;Joaçaba - Herval d'Oeste;2;2021;659;30.349013657056148
2021;2021-47;Joinville;0;2021;33;0.0
2021;2021-47;Juiz de Fora;3;2021;2594;11.56515034695451
2021;2021-47;Linhares;1;2021;733;13.642564802182811
2021;2021-47;Maceió;0;2021;46;0.0
2021;2021-47;Manaus;13;2021;3961;32.81999495077001
2021;2021-47;Mantena;0;2021;118;0.0
2021;2021-47;Maringá;4;2021;2708;14.771048744460858
2021;2021-47;Marília;1;2021;1054;9.487666034155598
2021;2021-47;Monteiro;0;2021;5;0.0
2021;2021-47;Mossoró;0;2021;35;0.0
2021;2021-47;Natal;0;2021;34;0.0
2021;2021-47;Nazaré ¿ Maragogipe;0;2021;23;0.0
2021;2021-47;Nova Prata - Guaporé;0;2021;387;0.0
2021;2021-47;Oliveira;0;2021;431;0.0
2021;2021-47;Passo Fundo;0;2021;1722;0.0
2021;2021-47;Passos;0;2021;455;0.0
2021;2021-47;Patos;0;2021;27;0.0
2021;2021-47;Pinheiro;0;2021;189;0.0
2021;2021-47;Pirapora;0;2021;153;0.0
2021;2021-47;Piumhi;0;2021;36;0.0
2021;2021-47;Ponte Nova;0;2021;12;0.0
2021;2021-47;Porto Alegre;8;2021;15348;5.2124055251498564
2021;2021-47;Princesa Isabel;0;2021;12;0.0
2021;2021-47;Quirinópolis;0;2021;65;0.0
2021;2021-47;Resende;1;2021;509;19.646365422396855
2021;2021-47;Ribeirão Preto;7;2021;6135;11.409942950285249
2021;2021-47;Rio Claro;1;2021;189;52.910052910052904
2021;2021-47;Rio de Janeiro;78;2021;40419;19.297854969197655
2021;2021-47;Russas - Limoeiro do Norte;1;2021;1039;9.624639076034649
2021;2021-47;Salvador;16;2021;12015;13.316687473990845
2021;2021-47;Santa Cruz do Sul;2;2021;1042;19.193857965451055
2021;2021-47;Santa Inês;0;2021;44;0.0
2021;2021-47;Santa Maria;0;2021;1110;0.0
2021;2021-47;Santa Maria da Vitoria;0;2021;13;0.0
2021;2021-47;Santana do Livramento;0;2021;89;0.0
2021;2021-47;Santos;0;2021;1071;0.0
2021;2021-47;Serra Talhada;0;2021;94;0.0
2021;2021-47;Soledade;0;2021;129;0.0
2021;2021-47;São Miguel do Oeste;1;2021;262;38.167938931297705
2021;2021-47;São Paulo;103;2021;73318;14.048391936495813
2021;2021-47;Teófilo Otoni;1;2021;555;18.01801801801802
2021;2021-47;Toledo;0;2021;42;0.0
2021;2021-47;Uberaba;0;2021;1886;0.0
2021;2021-47;Uberlândia;1;2021;3083;3.243593902043464
2021;2021-47;Uruguaiana;0;2021;222;0.0
2021;2021-47;Valença;0;2021;19;0.0
2021;2021-47;Vitória;0;2021;54;0.0
2021;2021-47;Vitória da Conquista;0;2021;14;0.0
2021;2021-47;Volta Redonda - Barra Mansa;1;2021;2694;3.711952487008166
2021;2021-48;Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá;1;2021;431;23.201856148491878
2021;2021-48;Alegre;0;2021;309;0.0
2021;2021-48;Araranguá;3;2021;502;59.7609561752988
2021;2021-48;Atalaia;0;2021;29;0.0
2021;2021-48;Bagé;0;2021;158;0.0
2021;2021-48;Belo Horizonte;88;2021;32062;27.446821782795833
2021;2021-48;Belém;6;2021;7079;8.475773414324058
2021;2021-48;Bento Gonçalves;0;2021;545;0.0
2021;2021-48;Boa Vista;0;2021;89;0.0
2021;2021-48;Bragança Paulista;0;2021;24;0.0
2021;2021-48;Brumado;0;2021;246;0.0
2021;2021-48;Camacan;0;2021;2;0.0
2021;2021-48;Campina Grande;4;2021;2373;16.856300042140752
2021;2021-48;Campo Belo;0;2021;35;0.0
2021;2021-48;Campos dos Goytacazes;2;2021;1009;19.821605550049554
2021;2021-48;Caratinga;2;2021;716;27.932960893854748
2021;2021-48;Carazinho;0;2021;48;0.0
2021;2021-48;Cascavel;0;2021;36;0.0
2021;2021-48;Catalão;0;2021;250;0.0
2021;2021-48;Catanduva;0;2021;13;0.0
2021;2021-48;Caxias do Sul;0;2021;3731;0.0
2021;2021-48;Conceição do Coité;0;2021;33;0.0
2021;2021-48;Cruz Alta;0;2021;226;0.0
2021;2021-48;Curitiba;22;2021;16261;13.529303240883094
2021;2021-48;Curitibanos;0;2021;10;0.0
2021;2021-48;Distrito Federal;90;2021;11128;80.87706685837527
2021;2021-48;Eunápolis - Porto Seguro;0;2021;17;0.0
2021;2021-48;Frederico Westphalen;1;2021;238;42.016806722689076
2021;2021-48;Goiana ¿ Timbaúba;0;2021;730;0.0
2021;2021-48;Guarabira;0;2021;22;0.0
2021;2021-48;Guarapuava;0;2021;11;0.0
2021;2021-48;Gurupi;0;2021;32;0.0
2021;2021-48;Ijuí;4;2021;472;84.7457627118644
2021;2021-48;Imperatriz;0;2021;10;0.0
2021;2021-48;Itacoatiara;0;2021;14;0.0
2021;2021-48;Jaú;0;2021;172;0.0
2021;2021-48;Ji-Paraná;0;2021;16;0.0
2021;2021-48;Joaçaba - Herval d'Oeste;0;2021;659;0.0
2021;2021-48;Joinville;0;2021;33;0.0
2021;2021-48;Juiz de Fora;5;2021;2594;19.27525057825752
2021;2021-48;Linhares;0;2021;733;0.0
2021;2021-48;Maceió;0;2021;46;0.0
2021;2021-48;Manaus;15;2021;3961;37.869224943196166
2021;2021-48;Mantena;0;2021;118;0.0
2021;2021-48;Maringá;11;2021;2708;40.62038404726735
2021;2021-48;Marília;2;2021;1054;18.975332068311197
2021;2021-48;Monteiro;0;2021;5;0.0
2021;2021-48;Mossoró;0;2021;35;0.0
2021;2021-48;Natal;0;2021;34;0.0
2021;2021-48;Nazaré ¿ Maragogipe;0;2021;23;0.0
2021;2021-48;Nova Prata - Guaporé;0;2021;387;0.0
2021;2021-48;Oliveira;3;2021;431;69.60556844547564
2021;2021-48;Passo Fundo;2;2021;1722;11.614401858304298
2021;2021-48;Passos;0;2021;455;0.0
2021;2021-48;Patos;0;2021;27;0.0
2021;2021-48;Pinheiro;0;2021;189;0.0
2021;2021-48;Pirapora;1;2021;153;65.359477124183
2021;2021-48;Piumhi;0;2021;36;0.0
2021;2021-48;Ponte Nova;0;2021;12;0.0
2021;2021-48;Porto Alegre;15;2021;15348;9.77326035965598
2021;2021-48;Princesa Isabel;0;2021;12;0.0
2021;2021-48;Quirinópolis;0;2021;65;0.0
2021;2021-48;Resende;0;2021;509;0.0
2021;2021-48;Ribeirão Preto;8;2021;6135;13.039934800325998
2021;2021-48;Rio Claro;0;2021;189;0.0
2021;2021-48;Rio de Janeiro;71;2021;40419;17.56599618991069
2021;2021-48;Russas - Limoeiro do Norte;0;2021;1039;0.0
2021;2021-48;Salvador;22;2021;12015;18.31044527673741
2021;2021-48;Santa Cruz do Sul;1;2021;1042;9.596928982725528
2021;2021-48;Santa Inês;0;2021;44;0.0
2021;2021-48;Santa Maria;1;2021;1110;9.00900900900901
2021;2021-48;Santa Maria da Vitoria;0;2021;13;0.0
2021;2021-48;Santana do Livramento;0;2021;89;0.0
2021;2021-48;Santos;0;2021;1071;0.0
2021;2021-48;Serra Talhada;0;2021;94;0.0
2021;2021-48;Soledade;0;2021;129;0.0
2021;2021-48;São Miguel do Oeste;0;2021;262;0.0
2021;2021-48;São Paulo;148;2021;73318;20.186038899042526
2021;2021-48;Teófilo Otoni;3;2021;555;54.054054054054056
2021;2021-48;Toledo;0;2021;42;0.0
2021;2021-48;Uberaba;0;2021;1886;0.0
2021;2021-48;Uberlândia;5;2021;3083;16.21796951021732
2021;2021-48;Uruguaiana;0;2021;222;0.0
2021;2021-48;Valença;0;2021;19;0.0
2021;2021-48;Vitória;0;2021;54;0.0
2021;2021-48;Vitória da Conquista;0;2021;14;0.0
2021;2021-48;Volta Redonda - Barra Mansa;1;2021;2694;3.711952487008166
2021;2021-49;Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá;0;2021;431;0.0
2021;2021-49;Alegre;0;2021;309;0.0
2021;2021-49;Araranguá;1;2021;502;19.9203187250996
2021;2021-49;Atalaia;0;2021;29;0.0
2021;2021-49;Bagé;0;2021;158;0.0
2021;2021-49;Belo Horizonte;57;2021;32062;17.778055018401847
2021;2021-49;Belém;14;2021;7079;19.7768046334228
2021;2021-49;Bento Gonçalves;1;2021;545;18.34862385321101
2021;2021-49;Boa Vista;0;2021;89;0.0
2021;2021-49;Bragança Paulista;0;2021;24;0.0
2021;2021-49;Brumado;0;2021;246;0.0
2021;2021-49;Camacan;0;2021;2;0.0
2021;2021-49;Campina Grande;2;2021;2373;8.428150021070376
2021;2021-49;Campo Belo;0;2021;35;0.0
2021;2021-49;Campos dos Goytacazes;2;2021;1009;19.821605550049554
2021;2021-49;Caratinga;1;2021;716;13.966480446927374
2021;2021-49;Carazinho;0;2021;48;0.0
2021;2021-49;Cascavel;0;2021;36;0.0
2021;2021-49;Catalão;0;2021;250;0.0
2021;2021-49;Catanduva;0;2021;13;0.0
2021;2021-49;Caxias do Sul;1;2021;3731;2.6802465826856072
2021;2021-49;Conceição do Coité;0;2021;33;0.0
2021;2021-49;Cruz Alta;0;2021;226;0.0
2021;2021-49;Curitiba;13;2021;16261;7.994588278703647
2021;2021-49;Curitibanos;0;2021;10;0.0
2021;2021-49;Distrito Federal;58;2021;11128;52.120776419841846
2021;2021-49;Eunápolis - Porto Seguro;2;2021;17;1176.4705882352941
2021;2021-49;Frederico Westphalen;0;2021;238;0.0
2021;2021-49;Goiana ¿ Timbaúba;0;2021;730;0.0
2021;2021-49;Guarabira;0;2021;22;0.0
2021;2021-49;Guarapuava;0;2021;11;0.0
2021;2021-49;Gurupi;0;2021;32;0.0
2021;2021-49;Ijuí;0;2021;472;0.0
2021;2021-49;Imperatriz;1;2021;10;1000.0
2021;2021-49;Itacoatiara;0;2021;14;0.0
2021;2021-49;Jaú;0;2021;172;0.0
2021;2021-49;Ji-Paraná;0;2021;16;0.0
2021;2021-49;Joaçaba - Herval d'Oeste;0;2021;659;0.0
2021;2021-49;Joinville;0;2021;33;0.0
2021;2021-49;Juiz de Fora;2;2021;2594;7.710100231303007
2021;2021-49;Linhares;2;2021;733;27.285129604365622
2021;2021-49;Maceió;0;2021;46;0.0
2021;2021-49;Manaus;13;2021;3961;32.81999495077001
2021;2021-49;Mantena;0;2021;118;0.0
2021;2021-49;Maringá;10;2021;2708;36.92762186115214
2021;2021-49;Marília;3;2021;1054;28.46299810246679
2021;2021-49;Monteiro;0;2021;5;0.0
2021;2021-49;Mossoró;0;2021;35;0.0
2021;2021-49;Natal;0;2021;34;0.0
2021;2021-49;Nazaré ¿ Maragogipe;0;2021;23;0.0
2021;2021-49;Nova Prata - Guaporé;0;2021;387;0.0
2021;2021-49;Oliveira;0;2021;431;0.0
2021;2021-49;Passo Fundo;0;2021;1722;0.0
2021;2021-49;Passos;0;2021;455;0.0
2021;2021-49;Patos;0;2021;27;0.0
2021;2021-49;Pinheiro;0;2021;189;0.0
2021;2021-49;Pirapora;0;2021;153;0.0
2021;2021-49;Piumhi;0;2021;36;0.0
2021;2021-49;Ponte Nova;0;2021;12;0.0
2021;2021-49;Porto Alegre;9;2021;15348;5.863956215793589
2021;2021-49;Princesa Isabel;0;2021;12;0.0
2021;2021-49;Quirinópolis;0;2021;65;0.0
2021;2021-49;Resende;0;2021;509;0.0
2021;2021-49;Ribeirão Preto;9;2021;6135;14.66992665036675
2021;2021-49;Rio Claro;0;2021;189;0.0
2021;2021-49;Rio de Janeiro;71;2021;40419;17.56599618991069
2021;2021-49;Russas - Limoeiro do Norte;1;2021;1039;9.624639076034649
2021;2021-49;Salvador;17;2021;12015;14.148980441115272
2021;2021-49;Santa Cruz do Sul;0;2021;1042;0.0
2021;2021-49;Santa Inês;0;2021;44;0.0
2021;2021-49;Santa Maria;4;2021;1110;36.03603603603604
2021;2021-49;Santa Maria da Vitoria;0;2021;13;0.0
2021;2021-49;Santana do Livramento;0;2021;89;0.0
2021;2021-49;Santos;0;2021;1071;0.0
2021;2021-49;Serra Talhada;0;2021;94;0.0
2021;2021-49;Soledade;0;2021;129;0.0
2021;2021-49;São Miguel do Oeste;1;2021;262;38.167938931297705
2021;2021-49;São Paulo;148;2021;73318;20.186038899042526
2021;2021-49;Teófilo Otoni;1;2021;555;18.01801801801802
2021;2021-49;Toledo;0;2021;42;0.0
2021;2021-49;Uberaba;3;2021;1886;15.906680805938494
2021;2021-49;Uberlândia;4;2021;3083;12.974375608173856
2021;2021-49;Uruguaiana;0;2021;222;0.0
2021;2021-49;Valença;0;2021;19;0.0
2021;2021-49;Vitória;0;2021;54;0.0
2021;2021-49;Vitória da Conquista;0;2021;14;0.0
2021;2021-49;Volta Redonda - Barra Mansa;1;2021;2694;3.711952487008166
2021;2021-50;Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá;2;2021;431;46.403712296983755
2021;2021-50;Alegre;0;2021;309;0.0
2021;2021-50;Araranguá;1;2021;502;19.9203187250996
2021;2021-50;Atalaia;0;2021;29;0.0
2021;2021-50;Bagé;0;2021;158;0.0
2021;2021-50;Belo Horizonte;80;2021;32062;24.95165616617803
2021;2021-50;Belém;39;2021;7079;55.09252719310637
2021;2021-50;Bento Gonçalves;0;2021;545;0.0
2021;2021-50;Boa Vista;0;2021;89;0.0
2021;2021-50;Bragança Paulista;0;2021;24;0.0
2021;2021-50;Brumado;0;2021;246;0.0
2021;2021-50;Camacan;0;2021;2;0.0
2021;2021-50;Campina Grande;11;2021;2373;46.35482511588706
2021;2021-50;Campo Belo;0;2021;35;0.0
2021;2021-50;Campos dos Goytacazes;1;2021;1009;9.910802775024777
2021;2021-50;Caratinga;2;2021;716;27.932960893854748
2021;2021-50;Carazinho;0;2021;48;0.0
2021;2021-50;Cascavel;0;2021;36;0.0
2021;2021-50;Catalão;1;2021;250;40.0
2021;2021-50;Catanduva;0;2021;13;0.0
2021;2021-50;Caxias do Sul;5;2021;3731;13.401232913428036
2021;2021-50;Conceição do Coité;0;2021;33;0.0
2021;2021-50;Cruz Alta;1;2021;226;44.24778761061947
2021;2021-50;Curitiba;33;2021;16261;20.293954861324643
2021;2021-50;Curitibanos;0;2021;10;0.0
2021;2021-50;Distrito Federal;155;2021;11128;139.2882818116463
2021;2021-50;Eunápolis - Porto Seguro;0;2021;17;0.0
2021;2021-50;Frederico Westphalen;0;2021;238;0.0
2021;2021-50;Goiana ¿ Timbaúba;0;2021;730;0.0
2021;2021-50;Guarabira;0;2021;22;0.0
2021;2021-50;Guarapuava;0;2021;11;0.0
2021;2021-50;Gurupi;0;2021;32;0.0
2021;2021-50;Ijuí;3;2021;472;63.55932203389831
2021;2021-50;Imperatriz;0;2021;10;0.0
2021;2021-50;Itacoatiara;0;2021;14;0.0
2021;2021-50;Jaú;0;2021;172;0.0
2021;2021-50;Ji-Paraná;0;2021;16;0.0
2021;2021-50;Joaçaba - Herval d'Oeste;0;2021;659;0.0
2021;2021-50;Joinville;0;2021;33;0.0
2021;2021-50;Juiz de Fora;5;2021;2594;19.27525057825752
2021;2021-50;Linhares;0;2021;733;0.0
2021;2021-50;Maceió;0;2021;46;0.0
2021;2021-50;Manaus;15;2021;3961;37.869224943196166
2021;2021-50;Mantena;0;2021;118;0.0
2021;2021-50;Maringá;6;2021;2708;22.156573116691288
2021;2021-50;Marília;2;2021;1054;18.975332068311197
2021;2021-50;Monteiro;0;2021;5;0.0
2021;2021-50;Mossoró;0;2021;35;0.0
2021;2021-50;Natal;0;2021;34;0.0
2021;2021-50;Nazaré ¿ Maragogipe;0;2021;23;0.0
2021;2021-50;Nova Prata - Guaporé;0;2021;387;0.0
2021;2021-50;Oliveira;1;2021;431;23.201856148491878
2021;2021-50;Passo Fundo;0;2021;1722;0.0
2021;2021-50;Passos;0;2021;455;0.0
2021;2021-50;Patos;0;2021;27;0.0
2021;2021-50;Pinheiro;0;2021;189;0.0
2021;2021-50;Pirapora;0;2021;153;0.0
2021;2021-50;Piumhi;0;2021;36;0.0
2021;2021-50;Ponte Nova;0;2021;12;0.0
2021;2021-50;Porto Alegre;42;2021;15348;27.36512900703675
2021;2021-50;Princesa Isabel;0;2021;12;0.0
2021;2021-50;Quirinópolis;1;2021;65;153.84615384615387
2021;2021-50;Resende;0;2021;509;0.0
2021;2021-50;Ribeirão Preto;4;2021;6135;6.519967400162999
2021;2021-50;Rio Claro;0;2021;189;0.0
2021;2021-50;Rio de Janeiro;111;2021;40419;27.462332071550506
2021;2021-50;Russas - Limoeiro do Norte;0;2021;1039;0.0
2021;2021-50;Salvador;30;2021;12015;24.968789013732835
2021;2021-50;Santa Cruz do Sul;0;2021;1042;0.0
2021;2021-50;Santa Inês;0;2021;44;0.0
2021;2021-50;Santa Maria;3;2021;1110;27.027027027027028
2021;2021-50;Santa Maria da Vitoria;0;2021;13;0.0
2021;2021-50;Santana do Livramento;0;2021;89;0.0
2021;2021-50;Santos;0;2021;1071;0.0
2021;2021-50;Serra Talhada;0;2021;94;0.0
2021;2021-50;Soledade;0;2021;129;0.0
2021;2021-50;São Miguel do Oeste;0;2021;262;0.0
2021;2021-50;São Paulo;171;2021;73318;23.323058457677515
2021;2021-50;Teófilo Otoni;1;2021;555;18.01801801801802
2021;2021-50;Toledo;0;2021;42;0.0
2021;2021-50;Uberaba;3;2021;1886;15.906680805938494
2021;2021-50;Uberlândia;7;2021;3083;22.705157314304248
2021;2021-50;Uruguaiana;1;2021;222;45.04504504504504
2021;2021-50;Valença;0;2021;19;0.0
2021;2021-50;Vitória;0;2021;54;0.0
2021;2021-50;Vitória da Conquista;0;2021;14;0.0
2021;2021-50;Volta Redonda - Barra Mansa;2;2021;2694;7.423904974016332
2021;2021-51;Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá;2;2021;431;46.403712296983755
2021;2021-51;Alegre;0;2021;309;0.0
2021;2021-51;Araranguá;0;2021;502;0.0
2021;2021-51;Atalaia;0;2021;29;0.0
2021;2021-51;Bagé;0;2021;158;0.0
2021;2021-51;Belo Horizonte;103;2021;32062;32.125257313954215
2021;2021-51;Belém;24;2021;7079;33.90309365729623
2021;2021-51;Bento Gonçalves;0;2021;545;0.0
2021;2021-51;Boa Vista;0;2021;89;0.0
2021;2021-51;Bragança Paulista;0;2021;24;0.0
2021;2021-51;Brumado;0;2021;246;0.0
2021;2021-51;Camacan;0;2021;2;0.0
2021;2021-51;Campina Grande;3;2021;2373;12.642225031605564
2021;2021-51;Campo Belo;0;2021;35;0.0
2021;2021-51;Campos dos Goytacazes;1;2021;1009;9.910802775024777
2021;2021-51;Caratinga;2;2021;716;27.932960893854748
2021;2021-51;Carazinho;0;2021;48;0.0
2021;2021-51;Cascavel;0;2021;36;0.0
2021;2021-51;Catalão;1;2021;250;40.0
2021;2021-51;Catanduva;0;2021;13;0.0
2021;2021-51;Caxias do Sul;6;2021;3731;16.08147949611364
2021;2021-51;Conceição do Coité;0;2021;33;0.0
2021;2021-51;Cruz Alta;0;2021;226;0.0
2021;2021-51;Curitiba;31;2021;16261;19.064018203062542
2021;2021-51;Curitibanos;0;2021;10;0.0
2021;2021-51;Distrito Federal;132;2021;11128;118.6196980589504
2021;2021-51;Eunápolis - Porto Seguro;0;2021;17;0.0
2021;2021-51;Frederico Westphalen;1;2021;238;42.016806722689076
2021;2021-51;Goiana ¿ Timbaúba;0;2021;730;0.0
2021;2021-51;Guarabira;0;2021;22;0.0
2021;2021-51;Guarapuava;0;2021;11;0.0
2021;2021-51;Gurupi;0;2021;32;0.0
2021;2021-51;Ijuí;1;2021;472;21.1864406779661
2021;2021-51;Imperatriz;0;2021;10;0.0
2021;2021-51;Itacoatiara;0;2021;14;0.0
2021;2021-51;Jaú;0;2021;172;0.0
2021;2021-51;Ji-Paraná;0;2021;16;0.0
2021;2021-51;Joaçaba - Herval d'Oeste;0;2021;659;0.0
2021;2021-51;Joinville;0;2021;33;0.0
2021;2021-51;Juiz de Fora;3;2021;2594;11.56515034695451
2021;2021-51;Linhares;0;2021;733;0.0
2021;2021-51;Maceió;0;2021;46;0.0
2021;2021-51;Manaus;11;2021;3961;27.77076495834385
2021;2021-51;Mantena;0;2021;118;0.0
2021;2021-51;Maringá;2;2021;2708;7.385524372230429
2021;2021-51;Marília;5;2021;1054;47.43833017077799
2021;2021-51;Monteiro;0;2021;5;0.0
2021;2021-51;Mossoró;0;2021;35;0.0
2021;2021-51;Natal;0;2021;34;0.0
2021;2021-51;Nazaré ¿ Maragogipe;0;2021;23;0.0
2021;2021-51;Nova Prata - Guaporé;0;2021;387;0.0
2021;2021-51;Oliveira;1;2021;431;23.201856148491878
2021;2021-51;Passo Fundo;1;2021;1722;5.807200929152149
2021;2021-51;Passos;1;2021;455;21.978021978021978
2021;2021-51;Patos;0;2021;27;0.0
2021;2021-51;Pinheiro;0;2021;189;0.0
2021;2021-51;Pirapora;0;2021;153;0.0
2021;2021-51;Piumhi;0;2021;36;0.0
2021;2021-51;Ponte Nova;0;2021;12;0.0
2021;2021-51;Porto Alegre;26;2021;15348;16.940317956737037
2021;2021-51;Princesa Isabel;0;2021;12;0.0
2021;2021-51;Quirinópolis;0;2021;65;0.0
2021;2021-51;Resende;1;2021;509;19.646365422396855
2021;2021-51;Ribeirão Preto;6;2021;6135;9.779951100244498
