date_week,igr,access_count,count_physician,rate_access_per_physician,count_hospitalization,precipitation_weekly_sum,rain_days,sequential_rain,temp_max_weekly_mean,temp_mean_weekly_mean,temp_min_weekly_mean,humidity_weekly_mean,lag_1_precipitation,lag_2_precipitation,lag_3_precipitation,lag_4_precipitation,lag_1_temp_mean,lag_2_temp_mean,lag_3_temp_mean,lag_4_temp_mean,lag_1_humidity,lag_2_humidity,lag_3_humidity,lag_4_humidity,change_temperature,percentile_temp_mean_weekly_mean,percentile_lag_temp_mean_weekly_mean,change_temperature_above75,change_precipitation,percentile_precipitation_weekly_sum,percentile_lag_precipitation_weekly_sum,change_precipitation_above75,change_humidity,percentile_humidity_weekly_mean,percentile_lag_humidity_weekly_mean,change_humidity_above75,interaction_temperature_precipitation,interaction_temperature_humidity,interaction_precipitation_humidity,interaction_temperature_precipitation_humidity,interaction_temperature_precipitation_above75,interaction_temperature_humidity_above75,interaction_precipitation_humidity_above75,interaction_temperature_precipitation_humidity_above75,extreme_weather_temperature,extreme_weather_precipitation,extreme_weather_humidity,season_summer,season_autumn,season_winter,season_spring,temperature_category_quantile_01,temperature_category_quantile_02,temperature_category_quantile_03,temperature_category_quantile_04,precipitation_occurrence
2021-15,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,1,431,23.20185614849188,0,9.4,5.0,4.0,25.185714285714287,18.62857142857143,14.657142857142857,82.07142857142857,39.400000000000006,19.0,0.4,88.4,21.214285714285715,22.6,21.2,21.77142857142857,81.05714285714285,78.41428571428571,75.65714285714286,82.02857142857142,0,0.2966507177033493,0.6076555023923444,0,0,0.4688995215311005,0.7607655502392344,0,0,0.8421052631578947,0.7703349282296651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-16,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0,431,0.0,1,8.4,5.0,5.0,25.75714285714286,18.82857142857143,13.94285714285714,80.2,9.4,39.400000000000006,19.0,0.4,18.62857142857143,21.214285714285715,22.6,21.2,82.07142857142857,81.05714285714285,78.41428571428571,75.65714285714286,0,0.3229665071770335,0.2966507177033493,0,0,0.4473684210526316,0.4688995215311005,0,0,0.7033492822966507,0.8421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-17,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,2,431,46.40371229698376,2,20.6,4.0,5.0,27.5,20.11428571428572,15.357142857142858,79.92857142857143,8.4,9.4,39.400000000000006,19.0,18.82857142857143,18.62857142857143,21.214285714285715,22.6,80.2,82.07142857142857,81.05714285714285,78.41428571428571,0,0.4569377990430622,0.3229665071770335,0,0,0.5980861244019139,0.4473684210526316,0,0,0.6555023923444976,0.7033492822966507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-18,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0,431,0.0,0,30.200000000000003,6.0,6.0,24.542857142857144,18.785714285714285,15.828571428571427,84.72857142857143,20.6,8.4,9.4,39.400000000000006,20.11428571428572,18.82857142857143,18.62857142857143,21.214285714285715,79.92857142857143,80.2,82.07142857142857,81.05714285714285,0,0.3157894736842105,0.4569377990430622,0,0,0.6650717703349283,0.5980861244019139,0,0,0.9521531100478468,0.6555023923444976,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2021-19,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0,431,0.0,0,10.0,7.0,13.0,25.514285714285712,18.97142857142857,14.94285714285714,81.88571428571427,30.200000000000003,20.6,8.4,9.4,18.785714285714285,20.11428571428572,18.82857142857143,18.62857142857143,84.72857142857143,79.92857142857143,80.2,82.07142857142857,0,0.3492822966507177,0.3157894736842105,0,0,0.492822966507177,0.6650717703349283,0,0,0.8181818181818182,0.9521531100478468,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-20,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0,431,0.0,0,2.2,6.0,19.0,23.6,16.45714285714286,12.157142857142857,81.01428571428572,10.0,30.200000000000003,20.6,8.4,18.97142857142857,18.785714285714285,20.11428571428572,18.82857142857143,81.88571428571427,84.72857142857143,79.92857142857143,80.2,0,0.0956937799043062,0.3492822966507177,0,0,0.291866028708134,0.492822966507177,0,0,0.7655502392344498,0.8181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2021-21,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,2,431,46.40371229698376,0,0.8,4.0,2.0,26.5,18.485714285714288,13.242857142857144,78.35714285714286,2.2,10.0,30.200000000000003,20.6,16.45714285714286,18.97142857142857,18.785714285714285,20.11428571428572,81.01428571428572,81.88571428571427,84.72857142857143,79.92857142857143,0,0.2822966507177033,0.0956937799043062,0,0,0.1531100478468899,0.291866028708134,0,0,0.4976076555023923,0.7655502392344498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-22,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,1,431,23.20185614849188,0,2.0,5.0,3.0,26.1,19.6,15.37142857142857,82.01428571428572,0.8,2.2,10.0,30.200000000000003,18.485714285714288,16.45714285714286,18.97142857142857,18.785714285714285,78.35714285714286,81.01428571428572,81.88571428571427,84.72857142857143,0,0.3971291866028708,0.2822966507177033,0,0,0.2799043062200957,0.1531100478468899,0,1,0.8325358851674641,0.4976076555023923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-23,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0,431,0.0,0,0.6000000000000001,3.0,1.0,25.65714285714285,18.414285714285715,13.157142857142857,80.22857142857143,2.0,0.8,2.2,10.0,19.6,18.485714285714288,16.45714285714286,18.97142857142857,82.01428571428572,78.35714285714286,81.01428571428572,81.88571428571427,0,0.2727272727272727,0.3971291866028708,0,0,0.1100478468899521,0.2799043062200957,0,0,0.7081339712918661,0.8325358851674641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-24,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0,431,0.0,0,33.0,4.0,3.0,24.15714285714285,18.31428571428572,14.44285714285714,82.57142857142857,0.6000000000000001,2.0,0.8,2.2,18.414285714285715,19.6,18.485714285714288,16.45714285714286,80.22857142857143,82.01428571428572,78.35714285714286,81.01428571428572,0,0.2631578947368421,0.2727272727272727,0,0,0.7081339712918661,0.1100478468899521,0,0,0.8947368421052632,0.7081339712918661,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021-25,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0,431,0.0,0,0.4,2.0,2.0,22.61428571428572,16.085714285714285,11.857142857142858,79.7,33.0,0.6000000000000001,2.0,0.8,18.31428571428572,18.414285714285715,19.6,18.485714285714288,82.57142857142857,80.22857142857143,82.01428571428572,78.35714285714286,0,0.0645933014354067,0.2631578947368421,0,0,0.0645933014354067,0.7081339712918661,0,0,0.6411483253588517,0.8947368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2021-26,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0,431,0.0,0,0.8,3.0,2.0,23.25714285714286,16.228571428571428,11.828571428571427,80.07142857142857,0.4,33.0,0.6000000000000001,2.0,16.085714285714285,18.31428571428572,18.414285714285715,19.6,79.7,82.57142857142857,80.22857142857143,82.01428571428572,0,0.0765550239234449,0.0645933014354067,0,0,0.1531100478468899,0.0645933014354067,0,0,0.6842105263157895,0.6411483253588517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2021-27,Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá,0,431,0.0,0,1.2,3.0,1.0,22.485714285714288,14.214285714285714,8.8,77.04285714285713,0.8,0.4,33.0,0.6000000000000001,16.228571428571428,16.085714285714285,18.31428571428572,18.414285714285715,80.07142857142857,79.7,82.57142857142857,80.22857142857143,0,0.0047846889952153,0.0765550239234449,0,0,0.2224880382775119,0.1531100478468899,0,0,0.4186602870813397,0.6842105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
